subject_id	session_id	run	localizer	trial_num	current_good	contingency_id	trial_in_contingency	contingency_trials	flower1	flower2	left_stimulus	right_stimulus	slot1_position	slot2_position	choice	rt	correct	reward	outcome	feedback_marker	trial_start_task_time	trial_start_lsl_time	trial_start_unix_time	choice_window_onset_task_time	choice_window_onset_lsl_time	choice_window_onset_unix_time	choice_onset_task_time	choice_onset_lsl_time	choice_onset_unix_time	choice_marker_send_lsl_time	feedback_onset_task_time	feedback_onset_lsl_time	feedback_onset_unix_time	lsl_marker_send_time	wait_time	iti	run_start_task_time	run_start_lsl_time	run_start_unix_time	run_end_task_time	run_end_lsl_time	run_end_unix_time
sub-10037	ses-1	run-02	0	1	36	1	0	24	36	40	40	36	right	left	1.0	950.094799999988	True	True	win	31	0.0	3626.0551675	1789573196578.53	0.34067392349243164	3626.3966729	1789573196919.204	1.2907687234924197	3627.3467677	1789573197869.2988	3627.6033905	2.188167095184326	3628.2436179	1789573198766.6973	3628.2436179	636.1003662390661	300.0	0.0	3626.0550918	1789573196578.53	431.98951745033264	4058.0602658	1789573628568.0476
sub-10037	ses-1	run-02	0	2	36	1	1	24	36	40	40	36	right	left	1.0	364.6275000000969	True	False	loss	32	3.1898090839385986	3629.245433	1789573199768.339	3.4942784309387207	3629.5501254	1789573200072.8086	3.8589059309388176	3629.9147529	1789573200437.436	3630.1695783	4.686253547668457	3630.7417829	1789573201264.7837	3630.7417829	567.4965806458257	300.0	0.0	3626.0550918	1789573196578.53	431.98951745033264	4058.0602658	1789573628568.0476
sub-10037	ses-1	run-02	0	3	36	1	2	24	36	40	36	40	left	right	2.0	722.9718000003231	False	False	loss	32	5.68824577331543	3631.7437907	1789573202266.776	5.992448329925537	3632.0477549	1789573202570.9785	6.71542012992586	3632.7707267000005	1789573203293.9502	3633.0278736	7.500633239746094	3633.5561757	1789573204079.1633	3633.5561757	523.5459503679119	300.0	0.0	3626.0550918	1789573196578.53	431.98951745033264	4058.0602658	1789573628568.0476
sub-10037	ses-1	run-02	0	4	36	1	3	24	36	40	36	40	left	right	1.0	579.9819000003481	True	True	win	31	8.502056121826172	3634.5583988	1789573205080.5862	8.807311534881592	3634.8628292	1789573205385.8416	9.38729343488194	3635.4428111	1789573205965.8235	3635.6977073	10.336352586746216	3636.3919356	1789573206914.8826	3636.3919356	690.4652074815881	300.0	0.0	3626.0550918	1789573196578.53	431.98951745033264	4058.0602658	1789573628568.0476
sub-10037	ses-1	run-02	0	5	36	1	4	24	36	40	40	36	right	left	1.0	417.3865999996451	True	True	win	31	11.337026357650757	3637.3932331	1789573207915.5564	11.641826629638672	3637.6973999	1789573208220.3567	12.059213229638317	3638.1147865	1789573208637.7434	3638.3710783	12.916183233261108	3638.9718718	1789573209494.7134	3638.9718718	596.0135259871978	300.0	0.0	3626.0550918	1789573196578.53	431.98951745033264	4058.0602658	1789573628568.0476
sub-10037	ses-1	run-02	0	6	36	1	5	24	36	40	40	36	right	left	1.0	340.5342000000928	True	True	win	31	13.91810941696167	3639.9738554	1789573210496.6394	14.222533464431763	3640.2783984	1789573210801.0635	14.563067664431856	3640.6189326	1789573211141.5977	3640.872173	15.405709505081177	3641.4614908	1789573211984.2395	3641.4614908	585.7922500562107	300.0	0.0	3626.0550918	1789573196578.53	431.98951745033264	4058.0602658	1789573628568.0476
sub-10037	ses-1	run-02	0	7	36	1	6	24	36	40	40	36	right	left	1.0	315.6736999999339	True	True	win	31	16.406978607177734	3642.4631059	1789573212985.5088	16.710885286331177	3642.767082	1789573213289.4153	17.02655898633111	3643.0827557	1789573213605.0889	3643.3351389	17.81880474090576	3643.8746903	1789573214397.3347	3643.8746903	535.7180867895588	300.0	0.0	3626.0550918	1789573196578.53	431.98951745033264	4058.0602658	1789573628568.0476
sub-10037	ses-1	run-02	0	8	36	1	7	24	36	40	40	36	right	left	1.0	340.1326999996854	True	False	loss	32	18.821697473526	3644.8774822	1789573215400.2275	19.12668466567993	3645.1826511	1789573215705.2148	19.466817365679617	3645.5227837999996	1789573216045.3477	3645.7760037	20.38121008872986	3646.4378156	1789573216959.7402	3646.4378156	657.7211632898099	300.0	0.0	3626.0550918	1789573196578.53	431.98951745033264	4058.0602658	1789573628568.0476
sub-10037	ses-1	run-02	0	9	36	1	8	24	36	40	40	36	right	left	1.0	411.29510000018854	True	False	loss	32	21.382699012756348	3647.4394284	1789573217961.229	21.687315702438354	3647.7436306	1789573218265.8457	22.098610802438543	3648.1549257	1789573218677.1409	3648.407632	22.907936573028564	3648.9639893	1789573219486.4666	3648.9639893	552.4859342589991	300.0	0.0	3626.0550918	1789573196578.53	431.98951745033264	4058.0602658	1789573628568.0476
sub-10037	ses-1	run-02	0	10	36	1	9	24	36	40	36	40	left	right	2.0	397.4009999997179	False	False	loss	32	23.908556699752808	3649.9653069	1789573220487.0867	24.21339225769043	3650.2694908	1789573220791.9224	24.610793257690148	3650.6668917999996	1789573221189.3232	3650.9229905	25.416304349899292	3651.4724228	1789573221994.8345	3651.4724228	545.5592968518937	300.0	0.0	3626.0550918	1789573196578.53	431.98951745033264	4058.0602658	1789573628568.0476
