subject_id	session_id	run	localizer	trial_num	current_good	contingency_id	trial_in_contingency	contingency_trials	flower1	flower2	left_stimulus	right_stimulus	slot1_position	slot2_position	choice	rt	correct	reward	outcome	feedback_marker	trial_start_task_time	trial_start_lsl_time	trial_start_unix_time	choice_window_onset_task_time	choice_window_onset_lsl_time	choice_window_onset_unix_time	choice_onset_task_time	choice_onset_lsl_time	choice_onset_unix_time	choice_marker_send_lsl_time	feedback_onset_task_time	feedback_onset_lsl_time	feedback_onset_unix_time	lsl_marker_send_time	wait_time	iti	run_start_task_time	run_start_lsl_time	run_start_unix_time	run_end_task_time	run_end_lsl_time	run_end_unix_time
sub-10037	ses-1	run-01	0	1	40	1	0	23	5	40	40	5	right	left	1	940.9468000003471	False	False	loss	32	0.0	2489.1588184	1789572059665.336	0.3445000648498535	2489.5026102	1789572060009.836	1.2854468648502007	2490.4435570000005	1789572060950.7827	2490.6985822	2.233442544937134	2491.3915483	1789572061898.7783	2491.3915483	688.8099669534685	300.0	0.0	2489.1587457	1789572059665.336	602.2570655345917	3091.4364771	1789572661922.4014
sub-10037	ses-1	run-01	0	2	40	1	1	23	5	40	5	40	left	right	2	593.4403000001112	True	False	loss	32	3.2351927757263184	2492.393357	1789572062900.5286	3.539804220199585	2492.6979946	1789572063205.1401	4.133244520199696	2493.2914349000002	1789572063798.5803	2493.5471549	5.042826414108276	2494.2010333	1789572064708.1624	2494.2010333	649.0424853612991	300.0	0.0	2489.1587457	1789572059665.336	602.2570655345917	3091.4364771	1789572661922.4014
sub-10037	ses-1	run-01	0	3	40	1	2	23	5	40	40	5	right	left	1	407.9682000001412	False	False	loss	32	6.04484748840332	2495.2031807	1789572065710.1833	6.3492560386657715	2495.5074731	1789572066014.592	6.757224238665913	2495.9154413	1789572066422.5603	2496.170978	7.657595872879028	2496.8158791	1789572067322.932	2496.8158791	640.6494734241834	300.0	0.0	2489.1587457	1789572059665.336	602.2570655345917	3091.4364771	1789572661922.4014
sub-10037	ses-1	run-01	0	4	40	1	3	23	5	40	5	40	left	right	2	488.5581000003185	True	False	loss	32	8.659372806549072	2497.8177208	1789572068324.7087	8.964661598205566	2498.1229761	1789572068629.9976	9.453219698205885	2498.6115342000003	1789572069118.5557	2498.8661438	10.3002290725708	2499.4586602	1789572069965.565	2499.4586602	588.6902340775191	300.0	0.0	2489.1587457	1789572059665.336	602.2570655345917	3091.4364771	1789572661922.4014
sub-10037	ses-1	run-01	0	5	40	1	4	23	5	40	40	5	right	left	2	469.8579000000791	True	False	loss	32	11.302380800247192	2500.4606944	1789572070967.7168	11.60718560218811	2500.765621	1789572071272.5215	12.07704350218819	2501.2354789	1789572071742.3794	2501.4893493	13.027301788330078	2502.1858137	1789572072692.6377	2502.1858137	692.8170076766844	300.0	0.0	2489.1587457	1789572059665.336	602.2570655345917	3091.4364771	1789572661922.4014
sub-10037	ses-1	run-01	0	6	40	1	5	23	5	40	40	5	right	left	1	447.09629999988465	False	False	loss	32	14.029392719268799	2503.1880459	1789572073694.7285	14.333871841430664	2503.492389	1789572073999.2078	14.780968141430549	2503.9394853	1789572074446.304	2504.1961847	15.736790418624878	2504.8960231	1789572075402.1262	2504.8960231	695.7513786965724	300.0	0.0	2489.1587457	1789572059665.336	602.2570655345917	3091.4364771	1789572661922.4014
sub-10037	ses-1	run-01	0	7	40	1	6	23	5	40	5	40	left	right	1	568.8233000000764	False	False	loss	32	16.739779949188232	2505.89834	1789572076405.1157	17.0440890789032	2506.2026912	1789572076709.425	17.612912378903275	2506.7715145	1789572077278.2483	2507.0266492	18.453031063079834	2507.6118497	1789572078118.367	2507.6118497	581.6126344693365	300.0	0.0	2489.1587457	1789572059665.336	602.2570655345917	3091.4364771	1789572661922.4014
sub-10037	ses-1	run-01	0	8	40	1	7	23	5	40	5	40	left	right	2	372.9730000000018	True	True	win	31	19.454431772232056	2508.613801	1789572079119.7676	19.75978922843933	2508.9185355	1789572079425.125	20.132762228439333	2509.2915085	1789572079798.098	2509.5467551	21.017358541488647	2510.1761196	1789572080682.6943	2510.1761196	625.1328542745276	300.0	0.0	2489.1587457	1789572059665.336	602.2570655345917	3091.4364771	1789572661922.4014
sub-10037	ses-1	run-01	0	9	40	1	8	23	5	40	40	5	right	left	2	375.9654999998929	True	True	win	31	22.019714832305908	2511.1789541	1789572081685.0508	22.324826955795288	2511.4836254	1789572081990.1628	22.70079245579518	2511.8595909	1789572082366.1284	2512.1119711	23.457329273223877	2512.6169357	1789572083122.6653	2512.6169357	501.83600180673005	300.0	0.0	2489.1587457	1789572059665.336	602.2570655345917	3091.4364771	1789572661922.4014
sub-10037	ses-1	run-01	0	10	40	1	9	23	5	40	40	5	right	left	2	383.2737000002453	True	True	win	31	24.46075749397278	2513.6195258	1789572084126.0935	24.76533341407776	2513.9242987	1789572084430.6692	25.148607114078004	2514.3075724	1789572084813.9429	2514.5629246	25.965410232543945	2515.1243546	1789572085630.746	2515.1243546	557.6823565818472	300.0	0.0	2489.1587457	1789572059665.336	602.2570655345917	3091.4364771	1789572661922.4014
