subject_id	session_id	run	localizer	trial_num	current_good	contingency_id	trial_in_contingency	contingency_trials	flower1	flower2	left_stimulus	right_stimulus	slot1_position	slot2_position	choice	rt	correct	reward	outcome	feedback_marker	trial_start_task_time	trial_start_lsl_time	trial_start_unix_time	choice_window_onset_task_time	choice_window_onset_lsl_time	choice_window_onset_unix_time	choice_onset_task_time	choice_onset_lsl_time	choice_onset_unix_time	choice_marker_send_lsl_time	feedback_onset_task_time	feedback_onset_lsl_time	feedback_onset_unix_time	lsl_marker_send_time	wait_time	iti	run_start_task_time	run_start_lsl_time	run_start_unix_time	run_end_task_time	run_end_lsl_time	run_end_unix_time
sub-10034	ses-1	run-01	0	1	15	1	0	21	15	40	15	40	left	right	1.0	450.43100000475533	True	True	win	31	0.0	174345.5797234	1789743919295.394	0.34163737297058105	174345.9210855	1789743919637.0312	0.7920683729753364	174346.37151650002	1789743920087.4622	174346.6254247	1.7249550819396973	174347.3044507	1789743921020.349	174347.3044507	674.3836886096245	300.0	0.0	174345.5796496	1789743919295.394	600.2031807899475	174945.7698542	1789744519498.5747
sub-10034	ses-1	run-01	0	2	15	1	1	21	15	40	15	40	left	right	1.0	384.5470999949612	True	False	loss	32	2.7271809577941895	174348.3067539	1789743922022.575	3.0314414501190186	174348.6109555	1789743922326.8354	3.4159885501139797	174348.99550259998	1789743922711.3826	174349.2494807	4.331628322601318	174349.9114255	1789743923627.0222	174349.9114255	658.9502400823484	300.0	0.0	174345.5796496	1789743919295.394	600.2031807899475	174945.7698542	1789744519498.5747
sub-10034	ses-1	run-01	0	3	15	1	2	21	15	40	40	15	right	left	1.0	442.3907999880612	True	False	loss	32	5.333324670791626	174350.9130111	1789743924628.7185	5.637532711029053	174351.217009	1789743924932.9268	6.079923511017114	174351.6593998	1789743925375.3176	174351.9151255	6.942759275436401	174352.5221261	1789743926238.1533	174352.5221261	603.4236997481675	300.0	0.0	174345.5796496	1789743919295.394	600.2031807899475	174945.7698542	1789744519498.5747
sub-10034	ses-1	run-01	0	4	15	1	3	21	15	40	40	15	right	left	2.0	471.671300008893	False	False	loss	32	7.944484710693359	174353.5238921	1789743927239.8787	8.24846363067627	174353.8279123	1789743927543.8577	8.720134930685163	174354.29958360002	1789743928015.529	174354.5528973	9.629555702209473	174355.2091292	1789743928924.9497	174355.2091292	652.1134124571892	300.0	0.0	174345.5796496	1789743919295.394	600.2031807899475	174945.7698542	1789744519498.5747
sub-10034	ses-1	run-01	0	5	15	1	4	21	15	40	40	15	right	left	1.0	440.01570000546053	True	False	loss	32	10.631883144378662	174356.2112084	1789743929927.277	10.935677289962769	174356.5154889	1789743930231.0713	11.375692989968229	174356.95550460002	1789743930671.087	174357.2092192	12.192075252532959	174357.7714922	1789743931487.4692	174357.7714922	558.7185062108351	300.0	0.0	174345.5796496	1789743919295.394	600.2031807899475	174945.7698542	1789744519498.5747
sub-10034	ses-1	run-01	0	6	15	1	5	21	15	40	40	15	right	left	1.0	469.5880000072066	True	True	win	31	13.19392704963684	174358.7733753	1789743932489.321	13.498520612716675	174359.0779631	1789743932793.9146	13.968108612723881	174359.5475511	1789743933263.5024	174359.8016878	14.752374410629272	174360.3318615	1789743934047.7683	174360.3318615	526.0492713098586	300.0	0.0	174345.5796496	1789743919295.394	600.2031807899475	174945.7698542	1789744519498.5747
sub-10034	ses-1	run-01	0	7	15	1	6	21	15	40	15	40	left	right	1.0	357.3374999978114	True	False	loss	32	15.754205465316772	174361.3334705	1789743935049.5994	16.05824565887451	174361.6380398	1789743935353.6396	16.415583158872323	174361.9953773	1789743935710.977	174362.2511444	17.332831382751465	174362.9122122	1789743936628.2253	174362.9122122	657.0733864232718	300.0	0.0	174345.5796496	1789743919295.394	600.2031807899475	174945.7698542	1789744519498.5747
sub-10034	ses-1	run-01	0	8	15	1	7	21	15	40	40	15	right	left	2.0	488.0881999852136	False	False	loss	32	18.33531618118286	174363.9147037	1789743937630.7102	18.640154361724854	174364.2193288	1789743937935.5483	19.128242561710067	174364.707417	1789743938423.6365	174364.9632409	20.03849458694458	174365.6178155	1789743939333.8884	174365.6178155	650.1344878916715	300.0	0.0	174345.5796496	1789743919295.394	600.2031807899475	174945.7698542	1789744519498.5747
sub-10034	ses-1	run-01	0	9	15	1	8	21	15	40	15	40	left	right	1.0	263.6550000170246	True	True	win	31	21.04022765159607	174366.6194454	1789743940335.6216	21.344499111175537	174366.9238203	1789743940639.893	21.60815411119256	174367.18747530002	1789743940903.548	174367.4423695	22.559436082839966	174368.138649	1789743941854.83	174368.138649	692.0700092836139	300.0	0.0	174345.5796496	1789743919295.394	600.2031807899475	174945.7698542	1789744519498.5747
sub-10034	ses-1	run-01	0	10	15	1	9	21	15	40	40	15	right	left	2.0	286.98530001565814	False	True	win	31	23.560587167739868	174369.1405474	1789743942855.9812	23.865143537521362	174369.444427	1789743943160.5376	24.15212883753702	174369.73141230003	1789743943447.523	174369.9882966	25.084287881851196	174370.6635904	1789743944379.682	174370.6635904	671.4236387631618	300.0	0.0	174345.5796496	1789743919295.394	600.2031807899475	174945.7698542	1789744519498.5747
sub-10034	ses-1	run-01	0	11	15	1	10	21	15	40	40	15	right	left	2.0	362.30520001845434	False	True	win	31	26.08559775352478	174371.6652526	1789743945380.9917	26.389799118041992	174371.9690892	1789743945685.193	26.752104318060447	174372.3313944	1789743946047.4983	174372.5876333	27.574734210968018	174373.1540109	1789743946870.1282	174373.1540109	562.7706263430009	300.0	0.0	174345.5796496	1789743919295.394	600.2031807899475	174945.7698542	1789744519498.5747
sub-10034	ses-1	run-01	0	12	15	1	11	21	15	40	40	15	right	left	2.0	405.748199991649	False	True	win	31	28.576852798461914	174374.1567184	1789743947872.2468	28.88239359855652	174374.4616379	1789743948177.7876	29.288141798548168	174374.8673861	1789743948583.536	174375.1201522	30.1903235912323	174375.7695471	1789743949485.7175	174375.7695471	645.0349059674777	300.0	0.0	174345.5796496	1789743919295.394	600.2031807899475	174945.7698542	1789744519498.5747
