subject_id,session_id,run,localizer,trial_num,current_good,contingency_id,trial_in_contingency,contingency_trials,flower1,flower2,left_stimulus,right_stimulus,slot1_position,slot2_position,choice,rt,correct,reward,outcome,feedback_marker,trial_start_task_time,trial_start_lsl_time,choice_window_onset_task_time,choice_window_onset_lsl_time,choice_onset_task_time,choice_onset_lsl_time,choice_onset_unix_time,choice_marker_send_lsl_time,feedback_onset_task_time,feedback_onset_lsl_time,feedback_onset_unix_time,lsl_marker_send_time,wait_time,iti,run_start_task_time,run_start_lsl_time,run_end_task_time,run_end_lsl_time
sub-lefttest,ses-001,run-01,0,1,2,1,0,22,2,35,2,35,left,right,1,157.70869998959824,False,False,loss,32,0.0,314574.5549981,0.3406260013580322,314574.8949228,0.49833470134763047,314575.0526315,1787588976574.8188,314575.3077286,1785801388515.7876,314575.9723607,1787588977491.8616,314575.9723607,662.8922694538228,300.0,0.0,314574.5549182,5.147512435913086,314579.702223
sub-lefttest,ses-001,run-01,0,2,2,1,1,22,2,35,35,2,right,left,2,115.95750000560656,True,True,win,31,2.421445846557617,314576.9756203,2.725738763809204,314577.2807767,2.8416962638148107,314577.3967342,1787588978920.7175,314577.6539667,1785801390836.1655,314578.2932115,1787588979812.2395,314578.2932115,636.2108969453404,300.0,0.0,314574.5549182,5.147512435913086,314579.702223
