subject_id,session_id,run,localizer,trial_num,current_good,contingency_id,trial_in_contingency,contingency_trials,flower1,flower2,left_stimulus,right_stimulus,slot1_position,slot2_position,choice,rt,correct,reward,outcome,feedback_marker,trial_start_task_time,trial_start_lsl_time,choice_window_onset_task_time,choice_window_onset_lsl_time,choice_onset_task_time,choice_onset_lsl_time,choice_onset_unix_time,choice_marker_send_lsl_time,feedback_onset_task_time,feedback_onset_lsl_time,feedback_onset_unix_time,lsl_marker_send_time,wait_time,iti,run_start_task_time,run_start_lsl_time,run_end_task_time,run_end_lsl_time
sub-avi-pilot,ses-001,run-01,0,1,2,1,0,24,8,5,5,8,right,left,2,543.8309000019217,True,False,loss,32,0.0,69022.1955624,0.339008092880249,69022.5346928,0.8828389928821707,69023.07852370001,1787343420188.5417,69023.3342009,1785556077655.2634,69023.9682142,1787343421074.565,69023.9682142,632.5863404385409,300.0,0.0,69022.1954712,303.91513872146606,69326.1032613
sub-avi-pilot,ses-001,run-01,0,2,2,1,1,24,8,5,5,8,right,left,2,714.2787000047974,True,True,win,31,2.7760660648345947,69024.9712094,3.0810859203338623,69025.2761453,3.7953646203386597,69025.990424,1787343423100.6228,69026.2481982,1785556080483.3337,69026.7962012,1787343423902.6353,69026.7962012,546.8630026388665,300.0,0.0,69022.1954712,303.91513872146606,69326.1032613
sub-avi-pilot,ses-001,run-01,0,3,2,1,2,24,8,5,5,8,right,left,2,447.27429999329615,True,True,win,31,5.604146957397461,69027.7992086,5.908159494400024,69028.103303,6.355433794393321,69028.55057729999,1787343425656.6875,69028.8021087,1785556083000.4065,69029.3131907,1787343426419.708,69029.3131907,508.43912535479154,300.0,0.0,69022.1954712,303.91513872146606,69326.1032613
sub-avi-pilot,ses-001,run-01,0,4,2,1,3,24,8,5,8,5,left,right,1,320.4150999954436,False,False,loss,32,8.12221097946167,69030.3171185,8.427226543426514,69030.6221917,8.747641643421957,69030.94260679999,1787343428049.7463,69031.1951839,1785556085428.4712,69031.7411973,1787343428847.7727,69031.7411973,544.6033348493045,300.0,0.0,69022.1954712,303.91513872146606,69326.1032613
sub-avi-pilot,ses-001,run-01,0,5,2,1,4,24,8,5,8,5,left,right,2,596.5542000049027,True,True,win,31,10.550273656845093,69032.7452143,10.855282306671143,69033.0503287,11.451836506676045,69033.64688290001,1787343430754.8271,69033.8991442,1785556088140.5378,69034.4532012,1787343431559.8394,69034.4532012,551.155386299753,300.0,0.0,69022.1954712,303.91513872146606,69326.1032613
sub-avi-pilot,ses-001,run-01,0,6,2,1,5,24,8,5,8,5,left,right,2,525.0109000044176,True,True,win,31,13.262346982955933,69035.4570701,13.566442728042603,69035.7612508,14.09145362804702,69036.2862617,1787343433395.29,69036.5415008,1785556090761.1238,69037.0736405,1787343434180.4253,69037.0736405,530.7356666506599,300.0,0.0,69022.1954712,303.91513872146606,69326.1032613
sub-avi-pilot,ses-001,run-01,0,7,2,1,6,24,8,5,8,5,left,right,2,976.0237000009511,True,True,win,31,15.882469177246094,69038.077258,16.18747878074646,69038.3822749,17.16350248074741,69039.3582986,1787343436468.024,69039.6131348,1785556093867.7441,69040.1801577,1787343437287.0457,69040.1801577,564.8263347533732,300.0,0.0,69022.1954712,303.91513872146606,69326.1032613
sub-avi-pilot,ses-001,run-01,0,8,2,1,7,24,8,5,8,5,left,right,2,677.2014000016497,True,False,loss,32,18.990554809570312,69041.1851385,19.294572591781616,69041.4892405,19.971773991783266,69042.1664419,1787343439274.0947,69042.4191548,1785556096772.822,69043.0852208,1787343440192.1235,69043.0852208,663.8480168954766,300.0,0.0,69022.1954712,303.91513872146606,69326.1032613
sub-avi-pilot,ses-001,run-01,0,9,2,1,8,24,8,5,8,5,left,right,2,419.1422000003513,True,True,win,31,21.895455598831177,69044.0900347,22.200467586517334,69044.3951675,22.619609786517685,69044.8143097,1787343441924.0024,69045.0690762,1785556099303.72,69045.6160759,1787343442723.0215,69045.6160759,545.7481199613745,300.0,0.0,69022.1954712,303.91513872146606,69326.1032613
sub-avi-pilot,ses-001,run-01,0,10,2,1,9,24,8,5,8,5,left,right,2,754.4307000061963,True,True,win,31,24.42452335357666,69046.6192055,24.729531049728394,69046.9240819,25.48396174973459,69047.6785126,1787343444789.0774,69047.9340721,1785556102318.801,69048.631082,1787343445738.1025,69048.631082,695.394901189582,300.0,0.0,69022.1954712,303.91513872146606,69326.1032613
