subject_id,session_id,run,localizer,trial_num,current_good,contingency_id,trial_in_contingency,contingency_trials,flower1,flower2,left_stimulus,right_stimulus,slot1_position,slot2_position,choice,rt,correct,reward,outcome,feedback_marker,trial_start_task_time,trial_start_lsl_time,choice_window_onset_task_time,choice_window_onset_lsl_time,choice_onset_task_time,choice_onset_lsl_time,choice_onset_unix_time,choice_marker_send_lsl_time,feedback_onset_task_time,feedback_onset_lsl_time,feedback_onset_unix_time,lsl_marker_send_time,wait_time,iti,run_start_task_time,run_start_lsl_time,run_end_task_time,run_end_lsl_time
sub-10890,ses-1,10890-1,0,1,46,1,0,23,46,45,46,45,left,right,2,826.0752000001048,False,False,loss,32,0.0,3611.0792873,0.346005916595459,3611.425486,1.1720811165955638,3612.2515612,1787939273609.0337,3612.5062567,1786151335208.17,3613.1265698,1787939274480.604,3613.1265698,617.5438086595955,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,2,46,1,1,23,46,45,46,45,left,right,1,489.9265999997624,True,True,win,31,3.0506465435028076,3614.1298608,3.353670120239258,3614.4337201,3.84359672023902,3614.9236466999996,1787939276280.5928,3615.1779131,1786151337834.1838,3615.7526631,1787939277106.618,3615.7526631,572.2004982267397,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,3,46,1,2,23,46,45,45,46,right,left,1,351.2120000000323,True,False,loss,32,5.676223993301392,3616.7555556,5.981074094772339,3617.0603426,6.332286094772371,3617.4115546,1787939278766.1963,3617.6640198,1786151340438.4666,3618.3566687,1787939279710.9006,3618.3566687,690.460971330949,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,4,46,1,3,23,46,45,45,46,right,left,1,386.3650999996935,True,True,win,31,8.28137469291687,3619.3605013,8.585471630096436,3619.6651498,8.971836730096129,3620.0515149,1787939281406.06,3620.3040436,1786151343041.3438,3620.9590217,1787939282313.7778,3620.9590217,652.1197468388473,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,5,46,1,4,23,46,45,46,45,left,right,1,352.37180000012813,True,True,win,31,10.88278603553772,3621.9627459,11.187962770462036,3622.2672696,11.540334570462164,3622.6196414,1787939283977.9292,3622.8751434,1786151345604.8176,3623.5223241,1787939284877.2517,3623.5223241,644.3250332629333,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,6,46,1,5,23,46,45,46,45,left,right,1,373.27300000015384,True,False,loss,32,13.446778297424316,3624.5259413,13.750976324081421,3624.8302533,14.124249324081575,3625.2035263000002,1787939286561.163,3625.4588465,1786151348226.4973,3626.1440574,1787939287498.9314,3626.1440574,682.5804792427575,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,7,46,1,6,23,46,45,46,45,left,right,1,367.53930000031687,True,True,win,31,16.06893563270569,3627.1482514,16.372723817825317,3627.4521169,16.740263117825634,3627.8196562000003,1787939289178.8372,3628.076325,1786151350800.1897,3628.7177718,1787939290072.6238,3628.7177718,639.1984413241785,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,8,46,1,7,23,46,45,46,45,left,right,1,328.6407999999028,True,False,loss,32,18.642394304275513,3629.7224244,18.947838068008423,3630.0270358,19.276478868008326,3630.3556765999997,1787939291713.3604,3630.6111159,1786151353373.1157,3631.2914179,1787939292645.5498,3631.2914179,677.9591636725308,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,9,46,1,8,23,46,45,45,46,right,left,1,372.63080000002446,True,True,win,31,21.214547157287598,3632.2944667,21.519671201705933,3632.5988356,21.892302001705957,3632.9714664,1787939294329.9817,3633.2276712,1786151355941.5432,3633.8591947,1787939295213.9773,3633.8591947,629.6421441013632,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,10,46,1,9,23,46,45,46,45,left,right,1,331.7893000003096,True,True,win,31,23.784268856048584,3634.8642671,24.088473796844482,3635.1676946,24.420263096844792,3635.4994839,1787939296858.5676,3635.7562506,1786151358531.7817,3636.4494722,1787939297804.2158,3636.4494722,690.0354278247605,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,11,46,1,10,23,46,45,46,45,left,right,1,462.7984999997352,True,False,loss,32,26.372838973999023,3637.4527152,26.677637338638306,3637.7567452,27.14043583863804,3638.2195436999996,1787939299578.7104,3638.4766796,1786151361162.7205,3639.0811462,1787939300435.1545,3639.0811462,602.2170478820699,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,12,46,1,11,23,46,45,45,46,right,left,2,230.56529999985287,False,True,win,31,29.005188941955566,3640.0846151,29.309891939163208,3640.3890029,29.54045723916306,3640.6195682,1787939301974.9001,3640.8719932,1786151363481.2725,3641.3989406,1787939302753.7065,3641.3989406,524.2106994943072,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,13,46,1,12,23,46,45,45,46,right,left,1,343.3263000001716,True,True,win,31,31.32371687889099,3642.4030632,31.628947019577026,3642.7082384,31.972273319577198,3643.0515647,1787939304409.1064,3643.306715,1786151365944.7957,3643.8623077,1787939305217.2297,3643.8623077,552.0715569718674,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,14,46,1,13,23,46,45,45,46,right,left,2,329.77189999974144,False,True,win,31,33.78549361228943,3644.8652196,34.09049129486084,3645.1697401,34.42026319486058,3645.499512,1787939306856.029,3645.7539025,1786151368367.2876,3646.2856594,1787939307639.7217,3646.2856594,529.7142718796854,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,15,46,1,14,23,46,45,45,46,right,left,2,321.14450000017314,False,False,loss,32,36.20979166030884,3647.289766,36.51505732536316,3647.5943575,36.83620182536333,3647.9155020000003,1787939309270.8152,3648.1690036,1786151370905.1174,3648.8226757,1787939310177.5515,3648.8226757,651.6132688766431,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,16,46,1,15,23,46,45,46,45,left,right,2,377.71380000003774,False,True,win,31,38.74573373794556,3649.8257223,39.05070781707764,3650.1298793,39.428421617077674,3650.5075931,1787939311866.7358,3650.7635075,1786151373535.6443,3651.4532012,1787939312808.0784,3651.4532012,687.8561733269756,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,17,46,1,16,23,46,45,45,46,right,left,2,354.4683999998597,False,False,loss,32,41.37704038619995,3652.456231,41.6813690662384,3652.7611146,42.03583746623826,3653.115583,1787939314472.2366,3653.3698436,1786151375971.0452,3653.8894316,1787939315243.4792,3653.8894316,517.1902211887153,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,18,46,1,17,23,46,45,45,46,right,left,2,407.37040000021807,False,False,loss,32,43.81273603439331,3654.8927358,44.11695218086243,3655.1961644,44.524322580862645,3655.6035348,1787939316962.1155,3655.8599901,1786151378526.3271,3656.4438173,1787939317798.7612,3656.4438173,581.057331921835,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,19,46,1,18,23,46,45,46,45,left,right,1,259.90330000013273,True,True,win,31,46.36757969856262,3657.4474488,46.67252707481384,3657.7517199,46.932430374813976,3658.0116232,1787939319367.585,3658.265744,1786151380902.156,3658.820279,1787939320174.59,3658.820279,551.9057046574662,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,20,46,1,19,23,46,45,46,45,left,right,1,331.39799999980823,True,True,win,31,48.74546575546265,3659.8245985,49.048943519592285,3660.1281861,49.38034151959209,3660.4595841,1787939321814.1016,3660.7123929,1786151383301.3413,3661.2193376,1787939322573.7754,3661.2193376,505.4486988325665,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,21,46,1,20,23,46,45,46,45,left,right,1,364.68779999995604,True,False,loss,32,51.14320945739746,3662.2224731,51.447126626968384,3662.526834,51.81181442696834,3662.8915217999997,1787939324247.8743,3663.1457738,1786151385779.5383,3663.6977998,1787939325051.9724,3663.6977998,549.1256852561668,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,22,46,1,21,23,46,45,46,45,left,right,1,310.19629999991594,True,False,loss,32,53.62198352813721,3664.7011336,53.92613506317139,3665.0053764,54.2363313631713,3665.3155727,1787939326671.1614,3665.5693496,1786151388302.0664,3666.2199187,1787939327574.5005,3666.2199187,648.8848503477526,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,23,46,1,22,23,46,45,46,45,left,right,1,298.72260000001916,True,True,win,31,56.14494013786316,3667.2242193,56.44876050949097,3667.5287885,56.747483109490986,3667.8275111,1787939329184.7854,3668.0820882,1786151390708.5684,3668.6268108,1787939329981.0024,3668.6268108,542.3978660452389,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,24,45,2,0,21,46,45,45,46,right,left,1,379.21159999996235,False,True,win,31,58.55191230773926,3669.6315304,58.85709047317505,3669.9362841,59.23630207317501,3670.3154957,1787939331672.114,3670.5705621,1786151393353.8691,3671.2722839,1787939332626.3032,3671.2722839,699.6231543772569,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,25,45,2,1,21,46,45,45,46,right,left,1,351.22229999979027,False,False,loss,32,61.196789026260376,3672.2759303,61.5012001991272,3672.5803432,61.85242249912699,3672.9315654999996,1787939334286.7593,3673.1840275,1786151395957.0886,3673.8745674,1787939335229.5227,3673.8745674,688.5033896987326,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,26,45,2,2,21,46,45,46,45,left,right,2,308.17830000023605,True,True,win,31,63.799678325653076,3674.8789041,64.10424304008484,3675.1834522,64.41242134008507,3675.4916305,1787939336849.4026,3675.7468549,1786151398400.8875,3676.3184309,1787939337673.3215,3676.3184309,569.6819636408864,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,27,45,2,3,21,46,45,46,45,left,right,2,353.45189999998183,True,True,win,31,66.24174952507019,3677.3217438,66.54693675041199,3677.6261189,66.90038865041197,3677.9795708,1787939339336.856,3678.2350138,1786151400936.7827,3678.8544155,1787939340209.2168,3678.8544155,616.963004355817,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,28,45,2,4,21,46,45,46,45,left,right,2,353.2356000000618,True,False,loss,32,68.77879214286804,3679.8578958,69.08300447463989,3680.1622419,69.43624007463995,3680.5154775,1787939341873.0278,3680.7704768,1786151403512.0894,3681.4301014,1787939342784.5234,3681.4301014,656.5398487349212,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,29,45,2,5,21,46,45,45,46,right,left,1,312.11930000017674,False,False,loss,32,71.35561347007751,3682.4346776,71.66010737419128,3682.7393475,71.97222667419146,3683.0514668,1787939344410.1306,3683.3081647,1786151405957.2742,3683.8748755,1787939345229.7083,3683.8748755,564.3823158331644,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
sub-10890,ses-1,10890-1,0,30,45,2,6,21,46,45,45,46,right,left,1,436.40899999991234,False,False,loss,32,73.79991054534912,3684.8791103,74.10387516021729,3685.1830867,74.5402841602172,3685.6194957,1787939346973.9766,3685.8719071,1786151408506.9895,3686.4248508,1787939347779.4236,3686.4248508,550.4834523960628,300.0,0.0,3611.0791697,301.8708050251007,3912.9502865
