subject_id,session_id,run,localizer,trial_num,current_good,contingency_id,trial_in_contingency,contingency_trials,flower1,flower2,left_stimulus,right_stimulus,slot1_position,slot2_position,choice,rt,correct,reward,outcome,feedback_marker,trial_start_task_time,trial_start_lsl_time,choice_window_onset_task_time,choice_window_onset_lsl_time,choice_onset_task_time,choice_onset_lsl_time,choice_marker_send_lsl_time,feedback_onset_task_time,feedback_onset_lsl_time,lsl_marker_send_time,wait_time,iti,run_start_task_time,run_start_lsl_time,run_end_task_time,run_end_lsl_time
sub-5005,ses-001,run-01,0,1,1,1,0,21,38,44,38,44,left,right,1,483.89099999985774,True,True,win,31,0.0,5366.9626535,0.3390347957611084,5367.3009568,0.8229257957609661,5367.7848478,5368.039873,1.594038724899292,5368.5565023,5368.5565023,514.1963329662522,300.0,0.0,5366.9625654,272.9137194156647,5639.8699159
sub-5005,ses-001,run-01,0,2,1,1,1,21,38,44,38,44,left,right,1,55.04430000019056,True,False,loss,32,2.598884105682373,5369.5607014,2.904012680053711,5369.8658166,2.9590569800539015,5369.9208609,5370.172933,3.7314436435699463,5370.6935336,5370.6935336,518.9334128201144,300.0,0.0,5366.9625654,272.9137194156647,5639.8699159
sub-5005,ses-001,run-01,0,3,1,1,2,21,38,44,38,44,left,right,1,102.70390000005136,True,True,win,31,4.735406398773193,5371.6974378,5.040394067764282,5372.002233,5.143097967764334,5372.1049369,5372.3600863,5.99170994758606,5372.9538979,5372.9538979,591.0074174391941,300.0,0.0,5366.9625654,272.9137194156647,5639.8699159
sub-5005,ses-001,run-01,0,4,1,1,3,21,38,44,44,38,right,left,2,51.048500000433705,False,False,loss,32,6.996220111846924,5373.9579327,7.300269603729248,5374.2619154,7.351318103729682,5374.312963900001,5374.5696655,8.276074886322021,5375.2375732,5375.2375732,666.0014639659881,300.0,0.0,5366.9625654,272.9137194156647,5639.8699159
sub-5005,ses-001,run-01,0,5,1,1,4,21,38,44,38,44,left,right,1,143.37280000017927,True,True,win,31,9.279244422912598,5376.2412121,9.583897113800049,5376.5454187,9.727269913800228,5376.6887915,5376.9428591,10.53117561340332,5377.4925092,5377.4925092,547.7415252058528,300.0,0.0,5366.9625654,272.9137194156647,5639.8699159
sub-5005,ses-001,run-01,0,6,1,1,5,21,38,44,38,44,left,right,1,0.5529999998543644,True,True,win,31,11.534607172012329,5378.4960045,11.838833332061768,5378.800268,11.839386332061622,5378.800821,5379.0671215,12.774649143218994,5379.7368034,5379.7368034,667.8916713622538,300.0,0.0,5366.9625654,272.9137194156647,5639.8699159
sub-5005,ses-001,run-01,0,7,1,1,6,21,38,44,44,38,right,left,2,122.52280000029714,False,False,loss,32,13.779876232147217,5380.7413189,14.084983587265015,5381.046368,14.207506387265312,5381.168890800001,5381.424051,15.149858236312866,5382.111668,5382.111668,685.9586569153865,300.0,0.0,5366.9625654,272.9137194156647,5639.8699159
sub-5005,ses-001,run-01,0,8,1,1,7,21,38,44,38,44,left,right,1,28.63210000032268,True,False,loss,32,16.153979539871216,5383.1155904,16.459215879440308,5383.4203107,16.48784797944063,5383.448942800001,5383.7024753,17.324053049087524,5384.285353,5384.285353,580.7849779791721,300.0,0.0,5366.9625654,272.9137194156647,5639.8699159
sub-5005,ses-001,run-01,0,9,1,1,8,21,38,44,38,44,left,right,1,30.982300000687246,True,True,win,31,18.32788610458374,5385.2892585,18.632200479507446,5385.5938965,18.663182779508134,5385.6248788,5385.8811036,19.603981733322144,5386.5652399,5386.5652399,681.0145054412255,300.0,0.0,5366.9625654,272.9137194156647,5639.8699159
sub-5005,ses-001,run-01,0,10,1,1,9,21,38,44,38,44,left,right,1,158.30649999952584,True,True,win,31,20.609023809432983,5387.5701826,20.91295862197876,5387.8747491,21.071265121978286,5388.0330556,5388.2878818,21.97019076347351,5388.931107,5388.931107,641.9762898131045,300.0,0.0,5366.9625654,272.9137194156647,5639.8699159
