subject_id,session_id,run,localizer,trial_num,current_good,contingency_id,trial_in_contingency,contingency_trials,flower1,flower2,left_stimulus,right_stimulus,slot1_position,slot2_position,choice,rt,correct,reward,outcome,feedback_marker,trial_start_task_time,trial_start_lsl_time,trial_start_unix_time,choice_window_onset_task_time,choice_window_onset_lsl_time,choice_window_onset_unix_time,choice_onset_task_time,choice_onset_lsl_time,choice_onset_unix_time,choice_marker_send_lsl_time,feedback_onset_task_time,feedback_onset_lsl_time,feedback_onset_unix_time,lsl_marker_send_time,wait_time,iti,run_start_task_time,run_start_lsl_time,run_start_unix_time,run_end_task_time,run_end_lsl_time,run_end_unix_time
sub-1219300000,ses-001,run-01,0,1,34,1,0,23,34,3,34,3,left,right,1.0,500.6332999910228,True,True,win,31,0.0,329583.7854405,1789401600339.1987,0.34362363815307617,329584.1288328,1789401600682.8225,0.844256938144099,329584.6294661,1789401601183.4558,329584.8837473,1.6091880798339844,329585.3944054,1789401601948.387,329585.3944054,506.76335310701813,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,2,34,1,1,23,34,3,34,3,left,right,1.0,376.5239000204019,True,True,win,31,2.6112070083618164,329586.3968175,1789401602950.4058,2.9158332347869873,329586.7010333,1789401603255.032,3.2923571348073892,329587.07755720004,1789401603631.556,329587.3300395,4.078632116317749,329587.86454,1789401604417.831,329587.86454,530.8436001439466,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,3,34,1,2,23,34,3,3,34,right,left,1.0,554.4619999709539,True,True,win,31,5.081074476242065,329588.8662141,1789401605420.2732,5.385716199874878,329589.1710105,1789401605724.915,5.940178199845832,329589.72547249997,1789401606279.377,329589.9798911,6.866572618484497,329590.6524612,1789401607205.7715,329590.6524612,668.6667872884782,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,4,34,1,3,23,34,3,34,3,left,right,1.0,534.9467999767512,True,True,win,31,7.869059801101685,329591.6540479,1789401608208.2585,8.173687219619751,329591.958742,1789401608512.886,8.708634019596502,329592.49368879996,1789401609047.8328,329592.7488659,9.596080541610718,329593.381017,1789401609935.2793,329593.381017,628.2521761578424,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,5,34,1,4,23,34,3,3,34,right,left,1.0,629.3554000440054,True,False,loss,32,10.598066806793213,329594.3829573,1789401610937.2656,10.902327537536621,329594.688267,1789401611241.5264,11.531682937580626,329595.31762240006,1789401611870.8818,329595.572469,12.433950185775757,329596.2188653,1789401612773.149,329596.2188653,642.7853027396558,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,6,34,1,5,23,34,3,3,34,right,left,1.0,599.1546000004746,True,True,win,31,13.436505317687988,329597.2212999,1789401613775.704,13.741137981414795,329597.5263777,1789401614080.337,14.34029258141527,329598.1255323,1789401614679.4915,329598.3802236,15.149335145950317,329598.9346688,1789401615488.534,329598.9346688,550.453880455798,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,7,34,1,6,23,34,3,34,3,left,right,2.0,355.736400000751,False,True,win,31,16.151941061019897,329599.9368076,1789401616491.14,16.456575870513916,329600.2417034,1789401616795.7747,16.812312270514667,329600.5974398,1789401617151.511,329600.8497044,17.648386478424072,329601.4339274,1789401617987.5852,329601.4339274,580.5759946652352,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,8,34,1,7,23,34,3,3,34,right,left,2.0,1049.751499958802,False,True,win,31,18.650400161743164,329602.4351428,1789401618989.5989,18.954996585845947,329602.739849,1789401619294.1953,20.00474808580475,329603.78960049996,1789401620343.9468,329604.0451087,20.800682306289673,329604.5860171,1789401621139.881,329604.5860171,537.2508948133602,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,9,34,1,8,23,34,3,34,3,left,right,2.0,537.1191999875009,False,False,loss,32,21.801923990249634,329605.5874041,1789401622141.1228,22.107266664505005,329605.8923649,1789401622446.4656,22.644385864492506,329606.42948409996,1789401622983.5847,329606.6817272,23.59674835205078,329607.3820377,1789401623935.9473,329607.3820377,696.2214716165238,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,10,34,1,9,23,34,3,3,34,right,left,1.0,349.55809998791665,True,True,win,31,24.598195552825928,329608.3832844,1789401624937.3943,24.902956008911133,329608.6880678,1789401625242.1548,25.25251410889905,329609.0376259,1789401625591.713,329609.2916974,26.044773817062378,329609.8300832,1789401626383.9727,329609.8300832,533.1147252738772,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,11,34,1,10,23,34,3,3,34,right,left,1.0,629.0610999567434,True,True,win,31,27.047100067138672,329610.831637,1789401627386.2988,27.351681232452393,329611.1363044,1789401627690.8801,27.980742332409136,329611.76536549994,1789401628319.9412,329612.0211784,28.74943780899048,329612.5346804,1789401629088.6367,329612.5346804,509.0125062425593,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,12,34,1,11,23,34,3,34,3,left,right,1.0,269.25710000796244,True,True,win,31,29.751066207885742,329613.5356052,1789401630090.2651,30.055740356445312,329613.8402975,1789401630394.9392,30.324997456453275,329614.1095546,1789401630664.1963,329614.3645217,31.274311542510986,329615.0586094,1789401631613.5103,329615.0586094,690.7129335951422,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,13,34,1,12,23,34,3,34,3,left,right,2.0,936.0315999947488,False,False,loss,32,32.27635359764099,329616.0606925,1789401632615.5525,32.580912828445435,329616.3654317,1789401632920.1116,33.51694442844018,329617.3014633,1789401633856.143,329617.5560124,34.42761850357056,329618.2123934,1789401634766.8174,329618.2123934,652.450628637173,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,14,34,1,13,23,34,3,3,34,right,left,1.0,255.33929996890947,True,True,win,31,35.42943596839905,329619.2136014,1789401635768.6348,35.73385190963745,329619.518155,1789401636073.0508,35.98919120960636,329619.77349429997,1789401636328.3901,329620.0266837,36.755348205566406,329620.5394612,1789401637094.547,329620.5394612,508.60839253336655,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,15,34,1,14,23,34,3,3,34,right,left,1.0,183.38040000526235,True,False,loss,32,37.75763416290283,329621.5418176,1789401638096.833,38.06190800666809,329621.8461037,1789401638401.107,38.24528840667335,329622.0294841,1789401638584.4873,329622.2842645,39.05797362327576,329622.8429809,1789401639397.1724,329622.8429809,554.9764236563932,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,16,34,1,15,23,34,3,3,34,right,left,1.0,218.0098999524489,True,False,loss,32,40.05901908874512,329623.8439909,1789401640398.218,40.36314415931702,329624.1474557,1789401640702.343,40.581154059269466,329624.3654655999,1789401640920.353,329624.6207799,41.501744747161865,329625.2866185,1789401641840.9436,329625.2866185,661.4494776377874,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,17,34,1,16,23,34,3,34,3,left,right,2.0,44.91190001135692,False,True,win,31,42.50289797782898,329626.2877012,1789401642842.097,42.80853462219238,329626.5926819,1789401643147.7334,42.85344652220374,329626.6375938,1789401643192.6453,329626.8899385,43.78775405883789,329627.5717159,1789401644126.953,329627.5717159,677.2760974385008,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,18,34,1,17,23,34,3,34,3,left,right,1.0,806.9499999983236,True,True,win,31,44.78976106643677,329628.5737766,1789401645128.96,45.09439468383789,329628.8785968,1789401645433.5935,45.901344683836214,329629.68554679997,1789401646240.5435,329629.9394445,46.80125665664673,329630.5858153,1789401647140.4556,329630.5858153,642.2053205446794,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,19,34,1,18,23,34,3,34,3,left,right,1.0,465.7250000163913,True,False,loss,32,47.80310559272766,329631.5868978,1789401648142.3044,48.107747077941895,329631.8917047,1789401648446.9458,48.573472077958286,329632.35742970003,1789401648912.671,329632.6107778,49.44618606567383,329633.2308449,1789401649785.385,329633.2308449,616.3061502198202,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,20,34,1,19,23,34,3,34,3,left,right,1.0,109.12069998448715,True,True,win,31,50.447988510131836,329634.2316996,1789401650787.1873,50.752575635910034,329634.5364097,1789401651091.7744,50.86169633589452,329634.6455304,1789401651200.895,329634.8989611,51.63589143753052,329635.4201575,1789401651975.0903,329635.4201575,517.9967509379054,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,21,34,1,20,23,34,3,34,3,left,right,1.0,182.92269995436072,True,True,win,31,52.63811635971069,329636.4219108,1789401652977.3152,52.942744970321655,329636.7265795,1789401653281.9438,53.125667670276016,329636.90950219997,1789401653464.8665,329637.1636115,53.97317433357239,329637.7577135,1789401654312.373,329637.7577135,590.249692388593,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,22,34,1,21,23,34,3,3,34,right,left,1.0,836.153399955947,True,True,win,31,54.9755973815918,329638.7601516,1789401655314.7961,55.281713247299194,329639.0652951,1789401655620.912,56.11786664725514,329639.90144849994,1789401656457.0654,329640.1561739,56.93643021583557,329640.7208179,1789401657275.6292,329640.7208179,560.3094752591722,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,23,34,1,22,23,34,3,34,3,left,right,2.0,298.9153999951668,False,False,loss,32,57.93817138671875,329641.7217783,1789401658277.37,58.2420711517334,329642.026483,1789401658581.27,58.540986551728565,329642.3253984,1789401658880.1853,329642.5792655,59.408488512039185,329643.1924,1789401659747.6873,329643.1924,609.3502133154875,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,24,3,2,0,23,34,3,3,34,right,left,2.0,434.3822000082582,True,True,win,31,60.41076588630676,329644.1942082,1789401660749.9646,60.715535163879395,329644.4990446,1789401661054.734,61.14991736388765,329644.9334268,1789401661489.116,329645.1883142,61.91698217391968,329645.7009522,1789401662256.181,329645.7009522,509.09153367020343,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,25,3,2,1,23,34,3,34,3,left,right,1.0,206.36679994640872,False,False,loss,32,62.91797137260437,329646.7022916,1789401663257.1702,63.223790407180786,329647.007156,1789401663562.9893,63.430157207127195,329647.21352279995,1789401663769.356,329647.4707138,64.32499933242798,329648.1092758,1789401664664.1982,329648.1092758,634.2989261936675,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,26,3,2,2,23,34,3,34,3,left,right,2.0,149.64879996841773,True,True,win,31,65.32751750946045,329649.1116059,1789401665666.7163,65.63250350952148,329649.415852,1789401665971.7024,65.7821523094899,329649.5655008,1789401666121.351,329649.8185205,66.5628023147583,329650.3469307,1789401666902.0012,329650.3469307,524.186089898671,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,27,3,2,3,23,34,3,34,3,left,right,2.0,176.4188000233844,True,True,win,31,67.56501817703247,329651.3483049,1789401667904.217,67.86962914466858,329651.6529078,1789401668208.828,68.04604794469196,329651.8293266,1789401668385.2466,329652.0858667,68.95850205421448,329652.7416474,1789401669297.701,329652.7416474,651.9724693820185,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,28,3,2,4,23,34,3,34,3,left,right,1.0,149.65599996503443,False,False,loss,32,69.96027040481567,329653.7436359,1789401670299.4692,70.26417374610901,329654.0479622,1789401670603.3726,70.41382974607404,329654.1976182,1789401670753.0286,329654.4503464,71.29009866714478,329655.073207,1789401671629.2976,329655.073207,618.4932496940775,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,29,3,2,5,23,34,3,34,3,left,right,1.0,233.54449996259063,False,False,loss,32,72.29213523864746,329656.0752157,1789401672631.334,72.59662222862244,329656.3798293,1789401672935.821,72.83016672858503,329656.61337379995,1789401673169.3655,329656.8682023,73.64172458648682,329657.4254123,1789401673980.9233,329657.4254123,553.9485765445655,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,30,3,2,6,23,34,3,34,3,left,right,1.0,97.71990001900122,False,True,win,31,74.64351654052734,329658.4270106,1789401674982.7153,74.94740319252014,329658.7316432,1789401675286.602,75.04512309253914,329658.8293631,1789401675384.322,329659.0838811,75.8473653793335,329659.6303952,1789401676186.5642,329659.6303952,542.8996710812308,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
sub-1219300000,ses-001,run-01,0,31,3,2,7,23,34,3,3,34,right,left,2.0,156.94880002411082,True,True,win,31,76.84919452667236,329660.6322171,1789401677188.3933,77.15355706214905,329660.9365861,1789401677492.7559,77.31050586217316,329661.09353490005,1789401677649.7046,329661.3497277,78.16958904266357,329661.9530629,1789401678508.7878,329661.9530629,599.6554825443828,300.0,0.0,329583.7853446,1789401600339.1987,602.1908376216888,330185.959886,1789402202530.0364
