subject_id,session_id,run,localizer,trial_num,current_good,contingency_id,trial_in_contingency,contingency_trials,flower1,flower2,left_stimulus,right_stimulus,slot1_position,slot2_position,choice,rt,correct,reward,outcome,feedback_marker,trial_start_task_time,trial_start_lsl_time,choice_window_onset_task_time,choice_window_onset_lsl_time,choice_onset_task_time,choice_onset_lsl_time,choice_onset_unix_time,choice_marker_send_lsl_time,feedback_onset_task_time,feedback_onset_lsl_time,feedback_onset_unix_time,lsl_marker_send_time,wait_time,iti,run_start_task_time,run_start_lsl_time,run_end_task_time,run_end_lsl_time
sub-avi-eeg-03,ses-001,run-01,0,1,2,1,0,24,13,39,13,39,left,right,1.0,134.64699999894947,False,False,loss,32,0.0,147030.5194292,0.3377804756164551,147030.8574257,0.47242747561540455,147030.9920727,1787421429510.4714,147031.2447214,1785634009033.6406,147031.9449435,1787421430462.6775,147031.9449435,698.8738899110218,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,2,2,1,1,24,13,39,13,39,left,right,1.0,10.046100011095405,False,False,loss,32,2.4298858642578125,147032.9489819,2.734895944595337,147033.2541004,2.7449420446064323,147033.2641465,1787421431781.6575,147033.5169793,1785634011215.6375,147034.1268545,1787421432644.6743,147034.1268545,607.6938021239664,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,3,2,1,2,24,13,39,13,39,left,right,1.0,125.08140000863932,False,True,win,31,4.611617088317871,147035.1306686,4.915710210800171,147035.4348971,5.04079161080881,147035.5599785,1787421434078.495,147035.8116603,1785634013580.285,147036.4914519,1787421435009.3218,147036.4914519,677.2789831426892,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,4,2,1,3,24,13,39,13,39,left,right,1.0,271.4525000192225,False,False,loss,32,6.976498603820801,147037.4955007,7.281512260437012,147037.800503,7.552964760456234,147038.07195550003,1787421436594.2798,147038.3284684,1785634016108.2527,147039.0193633,1787421437537.2896,147039.0193633,688.8199324175572,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,5,2,1,4,24,13,39,13,39,left,right,1.0,72.43900001049042,False,False,loss,32,9.50401520729065,147040.0228872,9.808636665344238,147040.3275054,9.881075665354729,147040.3999444,1787421438920.3948,147040.6544945,1785634018413.455,147041.3246446,1787421439842.492,147041.3246446,668.9632071454333,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,6,2,1,5,24,13,39,39,13,right,left,2.0,822.3606999963522,True,False,loss,32,11.810561656951904,147042.3293724,12.11471152305603,147042.6336765,12.937072223052382,147043.4560372,1787421441975.4963,147043.7105826,1785634021448.0742,147044.3591835,1787421442877.111,147044.3591835,646.6006286895632,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,7,2,1,6,24,13,39,39,13,right,left,,,,,miss,33,14.844259977340698,147045.3630921,15.149178743362427,147045.6680369,,,,,1785634024603.805,147047.5147552,1787421446032.8418,147047.5147552,593.0128872394117,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,8,2,1,7,24,13,39,39,13,right,left,2.0,79.4457999872975,True,True,win,31,18.00058889389038,147048.5192706,18.305610418319702,147048.8244626,18.385056218307,147048.90390839998,1787421447422.3699,147049.1562625,1785634026878.423,147049.7894337,1787421448307.46,147049.7894337,631.2817589594614,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,9,2,1,8,24,13,39,39,13,right,left,2.0,21.799399983137846,True,True,win,31,20.274513483047485,147050.7931348,20.579596519470215,147051.0983003,20.601395919453353,147051.12009969997,1787421449641.3682,147051.3762319,1785634029106.7979,147052.0177084,1787421450535.8347,147052.0177084,639.2046694166858,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,10,2,1,9,24,13,39,13,39,left,right,1.0,233.4897999826353,False,False,loss,32,22.502793550491333,147053.0213899,22.80781388282776,147053.3265537,23.041303682810394,147053.56004349998,1787421452080.5708,147053.8145481,1785634031458.998,147054.3698705,1787421452888.035,147054.3698705,553.6479322993725,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,11,2,1,10,24,13,39,39,13,right,left,2.0,145.68970000254922,True,False,loss,32,24.855501890182495,147055.3741066,25.159610748291016,147055.6782466,25.305300448293565,147055.8239363,1787421454342.372,147056.077223,1785634033777.2913,147056.6881747,1787421455206.3281,147056.6881747,608.2828279133798,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,12,2,1,11,24,13,39,13,39,left,right,1.0,84.59360001143068,False,False,loss,32,27.172937631607056,147057.6914307,27.476943254470825,147057.9954253,27.561536854482256,147058.08001890001,1787421456598.7131,147058.3324806,1785634035945.049,147058.856094,1787421457374.086,147058.856094,521.4899271373557,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,13,2,1,12,24,13,39,39,13,right,left,2.0,27.955800003837794,True,True,win,31,29.34033989906311,147059.8589193,29.645345449447632,147060.1641382,29.67330124945147,147060.192094,1787421458712.1157,147060.4459502,1785634038129.1394,147061.039965,1787421459558.1763,147061.039965,591.192781483757,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,14,2,1,13,24,13,39,39,13,right,left,2.0,147.46680000098422,True,True,win,31,31.52590847015381,147062.0443044,31.82978081703186,147062.3483352,31.977247617032845,147062.495802,1787421461016.9333,147062.7510219,1785634040395.306,147063.3059513,1787421461824.3428,147063.3059513,552.321710539208,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,15,2,1,14,24,13,39,13,39,left,right,1.0,82.25470001343638,False,False,loss,32,33.790281772613525,147064.3086995,34.09516263008118,147064.613676,34.17741733009461,147064.69593070002,1787421463216.9292,147064.9505224,1785634042700.5059,147065.6111452,1787421464129.5427,147065.6111452,658.3734735469608,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,16,2,1,15,24,13,39,13,39,left,right,1.0,185.984500014456,False,True,win,31,36.095454931259155,147066.6138593,36.39960598945618,147066.9181411,36.58559048947063,147067.10412560002,1787421465622.3164,147067.3567382,1785634045145.669,147068.0563581,1787421466574.7058,147068.0563581,697.1673689125915,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,17,2,1,16,24,13,39,39,13,right,left,2.0,74.93459997931495,True,True,win,31,38.54257678985596,147069.0608732,38.84658145904541,147069.3649759,38.921516059024725,147069.4399105,1787421467958.3535,147069.6925845,1785634047355.4783,147070.2660252,1787421468784.5151,147070.2660252,571.8532303960112,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,18,2,1,17,24,13,39,39,13,right,left,2.0,186.57510000048205,True,True,win,31,40.751059770584106,147071.2692926,41.05508780479431,147071.5734302,41.241662904794794,147071.7600053,1787421470282.8567,147072.0163285,1785634049661.8254,147072.5723019,1787421471090.8623,147072.5723019,553.2274378671353,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,19,2,1,18,24,13,39,13,39,left,right,1.0,118.89500002143905,False,True,win,31,43.05774664878845,147073.5759498,43.362557888031006,147073.8809924,43.481452888052445,147073.99988740002,1787421472520.3245,147074.2537819,1785634051956.4004,147074.8668281,1787421473385.4373,147074.8668281,611.7924623780041,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,20,2,1,19,24,13,39,13,39,left,right,1.0,177.29799999506213,False,False,loss,32,45.352039098739624,147075.8703798,45.65645718574524,147076.1746533,45.8337551857403,147076.3519513,1787421474874.2283,147076.6075979,1785634054322.1958,147077.2327162,1787421475751.2327,147077.2327162,622.4290166441498,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
sub-avi-eeg-03,ses-001,run-01,0,21,2,1,20,24,13,39,39,13,right,left,2.0,66.86200000694953,True,True,win,31,47.71831488609314,147078.236463,48.021971464157104,147078.5410923,48.088833464164054,147078.6079543,1787421477129.7458,147078.8631291,1785634056633.419,147079.5438247,1787421478062.4558,147079.5438247,678.8191502310318,300.0,0.0,147030.5193425,281.9763045310974,147312.4901326
