subject_id,session_id,run,localizer,trial_num,current_good,contingency_id,trial_in_contingency,contingency_trials,flower1,flower2,left_stimulus,right_stimulus,slot1_position,slot2_position,choice,rt,correct,reward,outcome,feedback_marker,trial_start_task_time,trial_start_lsl_time,choice_window_onset_task_time,choice_window_onset_lsl_time,choice_onset_task_time,choice_onset_lsl_time,choice_onset_unix_time,choice_marker_send_lsl_time,feedback_onset_task_time,feedback_onset_lsl_time,feedback_onset_unix_time,lsl_marker_send_time,wait_time,iti,run_start_task_time,run_start_lsl_time,run_end_task_time,run_end_lsl_time
sub-unixtime04,ses-001,run-01,0,1,1,1,0,23,10,45,45,10,right,left,,,,,miss,33,0.0,53815.5667395,0.3390040397644043,53815.9054718,,,,,1785540886339.2373,53817.7213493,1787328214551.634,53817.7213493,559.6096221298315,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,2,1,1,1,23,10,45,10,45,left,right,,,,,miss,33,3.1580402851104736,53818.7245013,3.4622955322265625,53819.0287538,,,,,1785540889406.853,53820.7889517,1787328217619.2498,53820.7889517,507.7555203602544,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,3,1,1,2,23,10,45,45,10,right,left,,,,,miss,33,6.226283073425293,53821.7927539,6.530665397644043,53822.0970667,,,,,1785540892625.398,53824.0074639,1787328220837.7947,53824.0074639,653.8458665266074,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,4,1,1,3,23,10,45,10,45,left,right,,,,,miss,33,9.444533824920654,53825.010859,9.749537229537964,53825.3159187,,,,,1785540895882.5852,53827.2644663,1787328224094.982,53827.2644663,691.8891742239123,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,5,1,1,4,23,10,45,45,10,right,left,,,,,miss,33,12.702698469161987,53828.2688955,13.006774663925171,53828.573009,,,,,1785540899108.5015,53830.4903046,1787328227320.8982,53830.4903046,660.3361422828946,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,6,1,1,5,23,10,45,10,45,left,right,,,,,miss,33,15.927357196807861,53831.4935375,16.23236870765686,53831.7986346,,,,,1785540902284.499,53833.6663363,1787328230496.8958,53833.6663363,615.1653155387176,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,7,1,1,6,23,10,45,45,10,right,left,,,,,miss,33,19.103875637054443,53834.6699786,19.408395051956177,53834.9744593,,,,,1785540905528.851,53836.9105488,1787328233741.2478,53836.9105488,683.7173011329664,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,8,1,1,7,23,10,45,10,45,left,right,,,,,miss,33,22.349013566970825,53837.915039,22.654067516326904,53838.2201273,,,,,1785540908772.0322,53840.1536738,1787328236984.429,53840.1536738,681.7774085389175,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,9,1,1,8,23,10,45,45,10,right,left,,,,,miss,33,25.5914204120636,53841.1574079,25.895576000213623,53841.4614808,,,,,1785540911869.971,53843.2514961,1787328240082.3677,53843.2514961,538.9240102140297,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,10,1,1,9,23,10,45,45,10,right,left,,,,,miss,33,28.689228773117065,53844.2550827,28.993346214294434,53844.5592221,,,,,1785540915100.4363,53846.4819133,1787328243312.833,53846.4819133,669.9355461695282,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,11,1,1,10,23,10,45,45,10,right,left,,,,,miss,33,31.92031764984131,53847.4860995,32.22455906867981,53847.7904067,,,,,1785540918197.03,53849.5784664,1787328246409.4268,53849.5784664,531.7880959618968,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,12,1,1,11,23,10,45,45,10,right,left,,,,,miss,33,35.01725673675537,53850.5829358,35.3213095664978,53850.8871297,,,,,1785540921435.981,53852.8173598,1787328249648.3777,53852.8173598,678.9794137465665,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,13,1,1,12,23,10,45,45,10,right,left,,,,,miss,33,38.255839347839355,53853.8215565,38.55989122390747,53854.1256803,,,,,1785540924670.4094,53856.0516075,1787328252882.8062,53856.0516075,668.514815336424,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,14,1,1,13,23,10,45,10,45,left,right,,,,,miss,33,41.48936223983765,53857.0548947,41.79428315162659,53857.3601044,,,,,1785540927815.5117,53859.1966202,1787328256027.9084,53859.1966202,584.7624855186186,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,15,1,1,14,23,10,45,10,45,left,right,,,,,miss,33,44.63335609436035,53860.1988617,44.93774342536926,53860.5032905,,,,,1785540931056.2163,53862.4372793,1787328259268.613,53862.4372793,677.4311292608884,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,16,1,1,15,23,10,45,10,45,left,right,,,,,miss,33,47.875773906707764,53863.4411498,48.18028497695923,53863.7458376,,,,,1785540934306.2922,53865.6873647,1787328262518.689,53865.6873647,689.1253432090055,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,17,1,1,16,23,10,45,10,45,left,right,,,,,miss,33,51.126028299331665,53866.6914379,51.43024230003357,53866.9956523,,,,,1785540937507.8872,53868.8887757,1787328265720.284,53868.8887757,636.7281030574976,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,18,1,1,17,23,10,45,45,10,right,left,,,,,miss,33,54.326807260513306,53869.8921494,54.63181471824646,53870.1970173,,,,,1785540940615.228,53871.9961004,1787328268827.6248,53871.9961004,542.0094599767207,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,19,1,1,18,23,10,45,10,45,left,right,,,,,miss,33,57.4342155456543,53872.9993565,57.7377610206604,53873.3034274,,,,,1785540943807.3796,53875.1881789,1787328272019.7764,53875.1881789,632.6247226510002,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,20,1,1,19,23,10,45,10,45,left,right,,,,,miss,33,60.626726150512695,53876.1918242,60.93073344230652,53876.4959735,,,,,1785540946929.044,53878.3097746,1787328275141.4407,53878.3097746,561.505684163212,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,21,1,1,20,23,10,45,10,45,left,right,,,,,miss,33,63.74812960624695,53879.3132102,64.05219292640686,53879.6171838,,,,,1785540950084.0564,53881.4647067,1787328278296.4531,53881.4647067,595.1234865651501,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,22,1,1,21,23,10,45,45,10,right,left,,,,,miss,33,66.90292620658875,53882.4678924,67.20784306526184,53882.7727661,,,,,1785540953334.9949,53884.7156166,1787328281547.3916,53884.7156166,685.1664032197128,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,23,1,1,22,23,10,45,45,10,right,left,,,,,miss,33,70.15479683876038,53885.719762,70.45979928970337,53886.0247113,,,,,1785540956581.1912,53887.9616428,1787328284793.588,53887.9616428,680.3058572193801,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,24,2,2,0,22,10,45,10,45,left,right,,,,,miss,33,73.39990067481995,53888.9647279,73.70384311676025,53889.2686528,,,,,1785540959756.9932,53891.1373586,1787328287969.39,53891.1373586,616.4905740227215,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,25,2,2,1,22,10,45,10,45,left,right,,,,,miss,33,76.57733368873596,53892.1420768,76.88234639167786,53892.4471014,,,,,1785540962937.7249,53894.317988,1787328291150.1216,53894.317988,617.8827801981225,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,26,2,2,2,22,10,45,45,10,right,left,,,,,miss,33,79.75711297988892,53895.3217891,80.06111860275269,53895.6259121,,,,,1785540966105.49,53897.4858092,1787328294317.8867,53897.4858092,602.3840717437043,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,27,2,2,3,22,10,45,45,10,right,left,,,,,miss,33,82.92367029190063,53898.4882675,83.22862768173218,53898.793183,,,,,1785540969277.0093,53900.6572784,1787328297489.406,53900.6572784,612.2728671550472,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,28,2,2,4,22,10,45,45,10,right,left,,,,,miss,33,86.09569478034973,53901.6602691,86.40073108673096,53901.965378,,,,,1785540972380.972,53903.7610071,1787328300593.3687,53903.7610071,543.4433301854558,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,29,2,2,5,22,10,45,45,10,right,left,,,,,miss,33,89.19978284835815,53904.7642233,89.50415468215942,53905.0685624,,,,,1785540975458.5354,53906.8385311,1787328303670.9321,53906.8385311,512.6882909454106,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,30,2,2,6,22,10,45,10,45,left,right,,,,,miss,33,92.27797317504883,53907.8423485,92.58253574371338,53908.1469159,,,,,1785540978542.8381,53909.9228771,1787328306755.2349,53909.9228771,518.5723601331525,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,31,2,2,7,22,10,45,45,10,right,left,,,,,miss,33,95.36266660690308,53910.9269422,95.66704225540161,53911.2312438,,,,,1785540981714.041,53913.0939356,1787328309926.4377,53913.0939356,605.9576810416773,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,32,2,2,8,22,10,45,45,10,right,left,,,,,miss,33,98.53312277793884,53914.0972656,98.83660650253296,53914.4012903,,,,,1785540984887.8816,53916.2677029,1787328313100.2783,53916.2677029,609.1432171127595,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,33,2,2,9,22,10,45,10,45,left,right,,,,,miss,33,101.70656299591064,53917.2707138,102.01157712936401,53917.5757297,,,,,1785540988099.468,53919.4792622,1787328316311.8647,53919.4792622,646.9038590491256,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
sub-unixtime04,ses-001,run-01,0,34,2,2,10,22,10,45,45,10,right,left,,,,,miss,33,104.91939043998718,53920.4835183,105.2244324684143,53920.7886225,,,,,1785540991210.6672,53922.5903852,1787328319423.064,53922.5903852,544.3313345731491,300.0,0.0,53815.5666586,108.4537124633789,53924.0183681
