subject_id,session_id,run,localizer,trial_num,current_good,contingency_id,trial_in_contingency,contingency_trials,flower1,flower2,left_stimulus,right_stimulus,slot1_position,slot2_position,choice,rt,correct,reward,outcome,feedback_marker,trial_start_task_time,trial_start_lsl_time,choice_window_onset_task_time,choice_window_onset_lsl_time,choice_onset_task_time,choice_onset_lsl_time,choice_marker_send_lsl_time,feedback_onset_task_time,feedback_onset_lsl_time,lsl_marker_send_time,wait_time,iti,run_start_task_time,run_start_lsl_time,run_end_task_time,run_end_lsl_time
sub-999,ses-001,run-localizer,1,1,1,1,0,22,35,45,35,45,left,right,2.0,991.7009637540964,False,False,loss,32,0.0,1785872598.5083477,0.0,1785872598.5083477,0.9917009637540964,1785872599.5000486,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,622.8062981985487,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,2,1,1,1,22,35,45,45,35,right,left,1.0,935.6827789187971,True,True,win,31,0.0,1785872598.5083477,0.0,1785872598.5083477,0.9356827789187971,1785872599.4440305,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,581.3141871368742,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,3,1,1,2,22,35,45,45,35,right,left,2.0,924.2531745372441,False,False,loss,32,0.0,1785872598.5083477,0.0,1785872598.5083477,0.9242531745372441,1785872599.432601,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,515.4493319094856,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,4,1,1,3,22,35,45,35,45,left,right,2.0,716.4349780587058,False,False,loss,32,0.0,1785872598.5083477,0.0,1785872598.5083477,0.7164349780587058,1785872599.2247827,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,679.2879139310734,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,5,1,1,4,22,35,45,45,35,right,left,2.0,417.7007539411937,False,True,win,31,0.0,1785872598.5083477,0.0,1785872598.5083477,0.41770075394119366,1785872598.9260485,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,584.3815348778477,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,6,1,1,5,22,35,45,45,35,right,left,,,,,miss,33,0.0,1785872598.5083477,0.0,1785872598.5083477,,,,0.0,1785872598.5083477,1785872598.5083477,619.1590264655811,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,7,1,1,6,22,35,45,45,35,right,left,2.0,1056.129226344659,False,False,loss,32,0.0,1785872598.5083477,0.0,1785872598.5083477,1.056129226344659,1785872599.564477,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,514.9102631411679,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,8,1,1,7,22,35,45,35,45,left,right,2.0,1156.929195084848,False,False,loss,32,0.0,1785872598.5083477,0.0,1785872598.5083477,1.1569291950848481,1785872599.665277,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,606.6869476295691,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,9,1,1,8,22,35,45,45,35,right,left,1.0,255.1200680647946,True,True,win,31,0.0,1785872598.5083477,0.0,1785872598.5083477,0.2551200680647946,1785872598.7634678,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,521.6468799755272,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,10,1,1,9,22,35,45,35,45,left,right,1.0,611.4205947316138,True,True,win,31,0.0,1785872598.5083477,0.0,1785872598.5083477,0.6114205947316138,1785872599.1197684,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,517.142350747507,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,11,1,1,10,22,35,45,45,35,right,left,2.0,283.4720441484561,False,True,win,31,0.0,1785872598.5083477,0.0,1785872598.5083477,0.2834720441484561,1785872598.7918198,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,690.7902127876504,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,12,1,1,11,22,35,45,35,45,left,right,2.0,384.8828530220504,False,False,loss,32,0.0,1785872598.5083477,0.0,1785872598.5083477,0.38488285302205044,1785872598.8932307,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,691.2012501654776,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,13,1,1,12,22,35,45,45,35,right,left,1.0,1035.4906343689115,True,True,win,31,0.0,1785872598.5083477,0.0,1785872598.5083477,1.0354906343689114,1785872599.5438385,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,621.5295168568084,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,14,1,1,13,22,35,45,35,45,left,right,2.0,654.7593940549973,False,False,loss,32,0.0,1785872598.5083477,0.0,1785872598.5083477,0.6547593940549973,1785872599.1631072,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,684.1062085595626,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,15,1,1,14,22,35,45,35,45,left,right,2.0,895.4932107919302,False,False,loss,32,0.0,1785872598.5083477,0.0,1785872598.5083477,0.8954932107919302,1785872599.403841,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,606.6672264339637,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,16,1,1,15,22,35,45,45,35,right,left,1.0,867.6442651731656,True,True,win,31,0.0,1785872598.5083477,0.0,1785872598.5083477,0.8676442651731656,1785872599.375992,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,666.9909957428167,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,17,1,1,16,22,35,45,45,35,right,left,1.0,511.1102470228519,True,False,loss,32,0.0,1785872598.5083477,0.0,1785872598.5083477,0.5111102470228519,1785872599.019458,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,661.2450402643185,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,18,1,1,17,22,35,45,45,35,right,left,1.0,1143.3996677105927,True,True,win,31,0.0,1785872598.5083477,0.0,1785872598.5083477,1.1433996677105926,1785872599.6517475,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,635.052722808475,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,19,1,1,18,22,35,45,35,45,left,right,2.0,547.2038209530451,False,True,win,31,0.0,1785872598.5083477,0.0,1785872598.5083477,0.5472038209530451,1785872599.0555515,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,608.1843179865834,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,20,1,1,19,22,35,45,45,35,right,left,2.0,974.6053974591364,False,True,win,31,0.0,1785872598.5083477,0.0,1785872598.5083477,0.9746053974591364,1785872599.482953,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,638.9533763228436,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,21,1,1,20,22,35,45,35,45,left,right,1.0,332.7303777944054,True,False,loss,32,0.0,1785872598.5083477,0.0,1785872598.5083477,0.3327303777944054,1785872598.841078,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,669.6665409297592,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,22,1,1,21,22,35,45,45,35,right,left,,,,,miss,33,0.0,1785872598.5083477,0.0,1785872598.5083477,,,,0.0,1785872598.5083477,1785872598.5083477,691.1374713262337,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,23,2,2,0,22,35,45,45,35,right,left,1.0,1065.5686197282012,False,True,win,31,0.0,1785872598.5083477,0.0,1785872598.5083477,1.065568619728201,1785872599.5739164,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,651.3908916212014,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,24,2,2,1,22,35,45,45,35,right,left,,,,,miss,33,0.0,1785872598.5083477,0.0,1785872598.5083477,,,,0.0,1785872598.5083477,1785872598.5083477,644.5375675237259,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,25,2,2,2,22,35,45,45,35,right,left,1.0,731.0029532695299,False,False,loss,32,0.0,1785872598.5083477,0.0,1785872598.5083477,0.7310029532695299,1785872599.2393508,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,526.406696486073,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,26,2,2,3,22,35,45,35,45,left,right,1.0,979.7503731905815,False,False,loss,32,0.0,1785872598.5083477,0.0,1785872598.5083477,0.9797503731905816,1785872599.4880981,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,585.3124643452849,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
sub-999,ses-001,run-localizer,1,27,2,2,4,22,35,45,45,35,right,left,1.0,393.0765143523669,False,False,loss,32,0.0,1785872598.5083477,0.0,1785872598.5083477,0.3930765143523669,1785872598.9014242,1785872598.5083477,0.0,1785872598.5083477,1785872598.5083477,648.0502083633787,300.0,0.0,1785872598.5083477,0.0009996891021728516,1785872598.5093474
