subject_id,session_id,run,localizer,trial_num,current_good,contingency_id,trial_in_contingency,contingency_trials,flower1,flower2,left_stimulus,right_stimulus,slot1_position,slot2_position,choice,rt,correct,reward,outcome,feedback_marker,trial_start_task_time,trial_start_lsl_time,choice_window_onset_task_time,choice_window_onset_lsl_time,choice_onset_task_time,choice_onset_lsl_time,choice_marker_send_lsl_time,feedback_onset_task_time,feedback_onset_lsl_time,lsl_marker_send_time,wait_time,iti,run_start_task_time,run_start_lsl_time,run_end_task_time,run_end_lsl_time
sub-1056100000,ses-001,run-01,0,1,2,1,0,24,19,3,3,19,right,left,1.0,653.4162000002652,False,False,loss,32,0.0,3806.1046009,0.3436150550842285,3806.4485826,0.9970312550844938,3807.1019988000003,3807.3588958,1.8219914436340332,3807.926458,3807.926458,565.4925983971701,300.0,0.0,3806.1045294,317.23717164993286,4123.3420646
sub-1056100000,ses-001,run-01,0,2,2,1,1,24,19,3,3,19,right,left,,,,,miss,33,2.8260066509246826,3808.9305384,3.130471706390381,3809.2349393,,,,4.898195028305054,3811.0034996,3811.0034996,511.26148347790433,300.0,0.0,3806.1045294,317.23717164993286,4123.3420646
sub-1056100000,ses-001,run-01,0,3,2,1,2,24,19,3,3,19,right,left,1.0,1134.1130000000703,False,True,win,31,5.902938365936279,3812.007958,6.207242250442505,3812.3118177,7.341355250442575,3813.4459307,3813.6979524,8.111920595169067,3814.2163605,3814.2163605,515.3161236018509,300.0,0.0,3806.1045294,317.23717164993286,4123.3420646
sub-1056100000,ses-001,run-01,0,4,2,1,3,24,19,3,19,3,left,right,1.0,409.9277999998776,False,False,loss,32,9.11542558670044,3815.2198693,9.419619798660278,3815.524043,9.829547598660156,3815.9339707999998,3816.1884572,10.667207717895508,3816.7720998,3816.7720998,581.7812759644686,300.0,0.0,3806.1045294,317.23717164993286,4123.3420646
sub-1056100000,ses-001,run-01,0,5,2,1,4,24,19,3,19,3,left,right,,,,,miss,33,11.672559022903442,3817.7775288,11.977871894836426,3818.082439,,,,13.788592100143433,3819.8930997,3819.8930997,558.2320977770048,300.0,0.0,3806.1045294,317.23717164993286,4123.3420646
sub-1056100000,ses-001,run-01,0,6,2,1,5,24,19,3,3,19,right,left,1.0,541.0335000001396,False,False,loss,32,14.792176723480225,3820.8967052,15.09632682800293,3821.2009028,15.63736032800307,3821.7419363000004,3821.9951893,16.550316095352173,3822.6548263,3822.6548263,657.6781956272342,300.0,0.0,3806.1045294,317.23717164993286,4123.3420646
sub-1056100000,ses-001,run-01,0,7,2,1,6,24,19,3,3,19,right,left,1.0,716.421900000114,False,False,loss,32,17.552847385406494,3823.6573348,17.857044219970703,3823.9615189,18.573466119970817,3824.6779408,3824.9304853,19.49517822265625,3825.6001499,3825.6001499,667.6614992855552,300.0,0.0,3806.1045294,317.23717164993286,4123.3420646
sub-1056100000,ses-001,run-01,0,8,2,1,7,24,19,3,3,19,right,left,,,,,miss,33,20.499260663986206,3826.6037669,20.80379056930542,3826.9082901,,,,22.591611862182617,3828.6962256,3828.6962256,530.8475584311218,300.0,0.0,3806.1045294,317.23717164993286,4123.3420646
sub-1056100000,ses-001,run-01,0,9,2,1,8,24,19,3,3,19,right,left,1.0,601.9309999996949,False,True,win,31,23.595192909240723,3829.6996281,23.89958357810974,3830.0041491,24.501514578109436,3830.6060801,3830.8587273,25.259970903396606,3831.364306,3831.364306,503.4712698280941,300.0,0.0,3806.1045294,317.23717164993286,4123.3420646
sub-1056100000,ses-001,run-01,0,10,2,1,9,24,19,3,19,3,left,right,1.0,421.91689999981463,False,False,loss,32,26.263189554214478,3832.3676329,26.56752896308899,3832.6720804,26.989445863088804,3833.0939973,3833.3463753,27.809797286987305,3833.9148817,3833.9148817,566.9567705392594,300.0,0.0,3806.1045294,317.23717164993286,4123.3420646
