metric,frequency_hz,db_change
outcome_theta,4.0,-0.01927410188884241
outcome_theta,4.25,-0.04016621633433932
outcome_theta,4.5,-0.061259101696538205
outcome_theta,4.75,-0.04815195474089868
outcome_theta,5.0,-0.0013440610680074416
outcome_theta,5.25,0.05646373264355839
outcome_theta,5.5,0.1106457201240241
outcome_theta,5.75,0.1685347910693611
outcome_theta,6.0,0.24952043940315544
outcome_theta,6.25,0.3660146776299118
outcome_theta,6.5,0.51222037495144
outcome_theta,6.75,0.6660867141216475
outcome_theta,7.0,0.7995374755848731
outcome_theta,7.25,0.8908064551497774
outcome_theta,7.5,0.9331621205673598
outcome_theta,7.75,0.936790270104251
outcome_theta,8.0,0.9216458096144392
outcome_theta,8.25,0.9057382545945106
outcome_theta,8.5,0.897576371918324
outcome_theta,8.75,0.8962615854596306
outcome_theta,9.0,0.8968986843361256
outcome_theta,9.25,0.8946891373942013
outcome_theta,9.5,0.8872305960027371
outcome_theta,9.75,0.8740468177436961
outcome_theta,10.0,0.8557992331055997
outcome_theta,10.25,0.8333937045677461
outcome_theta,10.5,0.807676195916152
outcome_theta,10.75,0.7791093262482855
outcome_theta,11.0,0.7478592663551047
outcome_theta,11.25,0.7138388640561719
outcome_theta,11.5,0.6768027639179525
outcome_theta,11.75,0.6364678894718819
outcome_theta,12.0,0.5925846958742991
decision_beta_erd,13.0,-0.20214993449157764
decision_beta_erd,13.5,-0.2734697860783757
decision_beta_erd,14.0,-0.3858335156881043
decision_beta_erd,14.5,-0.5181084221247158
decision_beta_erd,15.0,-0.6450171160447261
decision_beta_erd,15.5,-0.747243248098126
decision_beta_erd,16.0,-0.817051407884124
decision_beta_erd,16.5,-0.8581979018463446
decision_beta_erd,17.0,-0.881447332435827
decision_beta_erd,17.5,-0.8993705450366825
decision_beta_erd,18.0,-0.922497186877677
decision_beta_erd,18.5,-0.9573739673859187
decision_beta_erd,19.0,-1.0061380577466397
decision_beta_erd,19.5,-1.067199492120504
decision_beta_erd,20.0,-1.13649446603994
decision_beta_erd,20.5,-1.2088551255169169
decision_beta_erd,21.0,-1.2790959626456428
decision_beta_erd,21.5,-1.3433410593753503
decision_beta_erd,22.0,-1.3988816675772326
decision_beta_erd,22.5,-1.4449250636075088
decision_beta_erd,23.0,-1.482560904138288
decision_beta_erd,23.5,-1.5141489364978842
decision_beta_erd,24.0,-1.542929589668572
decision_beta_erd,24.5,-1.5721180310944292
decision_beta_erd,25.0,-1.6047810504128017
decision_beta_erd,25.5,-1.642349568407993
decision_beta_erd,26.0,-1.685090322719441
decision_beta_erd,26.5,-1.73199744558207
decision_beta_erd,27.0,-1.7810512815410315
decision_beta_erd,27.5,-1.8295767714923876
decision_beta_erd,28.0,-1.8746269989206577
decision_beta_erd,28.5,-1.9133394824503103
decision_beta_erd,29.0,-1.9431050695605203
decision_beta_erd,29.5,-1.962339834635783
decision_beta_erd,30.0,-1.9696901203220294
