subject_id,session_id,run,localizer,trial_num,current_good,contingency_id,trial_in_contingency,contingency_trials,flower1,flower2,left_stimulus,right_stimulus,slot1_position,slot2_position,choice,rt,correct,reward,outcome,feedback_marker,trial_start_task_time,trial_start_lsl_time,choice_window_onset_task_time,choice_window_onset_lsl_time,choice_onset_task_time,choice_onset_lsl_time,choice_marker_send_lsl_time,feedback_onset_task_time,feedback_onset_lsl_time,lsl_marker_send_time,wait_time,iti,run_start_task_time,run_start_lsl_time,run_end_task_time,run_end_lsl_time
sub-89076543q11,ses-001,run-01,0,1,2,1,0,22,47,2,2,47,right,left,2,158.82220000003144,True,False,loss,32,0.0,932.5124997,0.3509848117828369,932.8638999,0.5098070117828684,933.0227221,933.2782463,1.3489999771118164,933.8613526,933.8613526,580.7424833876471,300.0,0.0,932.5123964,23.207321643829346,955.7198865
sub-89076543q11,ses-001,run-01,0,2,2,1,1,22,47,2,47,2,left,right,1,91.801999999916,False,False,loss,32,2.3539998531341553,934.8662706,2.6580002307891846,935.1709979,2.7498022307891006,935.2627998999999,935.519301,3.6610002517700195,936.1732801,936.1732801,652.3931746061357,300.0,0.0,932.5123964,23.207321643829346,955.7198865
sub-89076543q11,ses-001,run-01,0,3,2,1,2,22,47,2,47,2,left,right,1,148.95930000000135,False,False,loss,32,4.665067911148071,937.1772911,4.969332218170166,937.4817089,5.118291518170167,937.6306682,937.8856084,5.960598468780518,938.4728745,938.4728745,585.0490183720373,300.0,0.0,932.5123964,23.207321643829346,955.7198865
sub-89076543q11,ses-001,run-01,0,4,2,1,3,22,47,2,47,2,left,right,1,153.31179999998312,False,True,win,31,6.963803291320801,939.476191,7.268820285797119,939.7814013,7.422132085797102,939.9347131,940.1901656,8.23406720161438,940.7470598,940.7470598,555.0899485163434,300.0,0.0,932.5123964,23.207321643829346,955.7198865
sub-89076543q11,ses-001,run-01,0,5,2,1,4,22,47,2,47,2,left,right,1,87.69280000001345,False,False,loss,32,9.238304853439331,941.7506599,9.542367458343506,942.0549151,9.63006025834352,942.1426079,942.3965816,10.399301767349243,942.9115971,942.9115971,512.0181104522052,300.0,0.0,932.5123964,23.207321643829346,955.7198865
sub-89076543q11,ses-001,run-01,0,6,2,1,5,22,47,2,47,2,left,right,1,57.951799999955256,False,False,loss,32,11.403689622879028,943.9159719,11.70769190788269,944.2207089,11.765643707882646,944.2786606999999,944.532986,12.679691553115845,945.19206,945.19206,657.1011601166937,300.0,0.0,932.5123964,23.207321643829346,955.7198865
sub-89076543q11,ses-001,run-01,0,7,2,1,6,22,47,2,47,2,left,right,1,177.3476999999275,False,False,loss,32,13.684088468551636,946.1963655,13.989092111587524,946.5014911,14.166439811587452,946.6788387999999,946.9347065,15.04232931137085,947.5546249,947.5546249,617.6605918022667,300.0,0.0,932.5123964,23.207321643829346,955.7198865
sub-89076543q11,ses-001,run-01,0,8,2,1,7,22,47,2,47,2,left,right,1,71.81710000008934,False,True,win,31,16.046332120895386,948.5590836,16.350332260131836,948.8628241,16.422149360131925,948.9346412000001,949.1896785,17.287333250045776,949.7995976,949.7995976,607.7306521454898,300.0,0.0,932.5123964,23.207321643829346,955.7198865
sub-89076543q11,ses-001,run-01,0,9,2,1,8,22,47,2,2,47,right,left,2,98.1218000000581,True,False,loss,32,18.290754556655884,950.8032087,18.595735549926758,951.1084393,18.693857349926816,951.2065611,951.462125,19.51273536682129,952.0250657,952.0250657,560.4394289353515,300.0,0.0,932.5123964,23.207321643829346,955.7198865
sub-89076543q11,ses-001,run-01,0,10,2,1,9,22,47,2,47,2,left,right,1,39.87399999994068,False,False,loss,32,20.51708984375,953.029386,20.822002172470093,953.3347058,20.861876172470033,953.3745798,953.6275715,21.749409437179565,954.2616531,954.2616531,632.7916173246939,300.0,0.0,932.5123964,23.207321643829346,955.7198865
