eeg_file,events_file,sampling_rate_hz,frontal_channels_requested_1based,frontal_channels_used_1based,artifact_threshold_uv,outcome_theta_window_s,n_feedback_events_with_timestamp,n_feedback_epochs_kept,feedback_rejected_artifact,feedback_rejected_bounds,theta_peak_hz,theta_peak_db_change,theta_peak_at_band_edge,decision_beta_window_s,n_decision_events_with_timestamp,n_decision_epochs_kept,decision_missing_timestamp,decision_rejected_artifact,decision_rejected_bounds,beta_erd_peak_hz,beta_erd_peak_db_change,beta_peak_at_band_edge
20260821161654_avi-pilot_750 Theta Sham.easy,sub-avi-pilot_ses-001_run-01_task-bandit_2026-08-21_16-16-47.csv,500.0,5,5,200.0,"0.1,1.0",116,69,43,4,11.0,1.9280244991744688,False,"-1.0,-0.1",116,74,0,39,3,19.5,-0.7267259025461322,False
