eeg_file,events_file,sampling_rate_hz,frontal_channels_requested_1based,frontal_channels_used_1based,artifact_threshold_uv,outcome_theta_window_s,n_feedback_events_with_timestamp,n_feedback_epochs_kept,feedback_rejected_artifact,feedback_rejected_bounds,theta_peak_hz,theta_peak_db_change,theta_peak_at_band_edge,decision_beta_window_s,n_decision_events_with_timestamp,n_decision_epochs_kept,decision_missing_timestamp,decision_rejected_artifact,decision_rejected_bounds,beta_erd_peak_hz,beta_erd_peak_db_change,beta_peak_at_band_edge
20260821170201_avi-pilot03_750 Theta Sham.easy,sub-avi-pilot03_ses-001_run-01_task-bandit_2026-08-21_17-01-53.csv,500.0,5,5,200.0,"0.1,1.0",120,69,51,0,4.5,0.2735970377366935,False,"-1.0,-0.1",116,70,4,46,0,20.5,-0.3437160006828794,False
