eeg_file,events_file,sampling_rate_hz,frontal_channels_requested_1based,frontal_channels_used_1based,artifact_threshold_uv,outcome_theta_window_s,n_feedback_events_with_timestamp,n_feedback_epochs_kept,feedback_rejected_artifact,feedback_rejected_bounds,theta_peak_hz,theta_peak_db_change,theta_peak_at_band_edge,decision_beta_window_s,n_decision_events_with_timestamp,n_decision_epochs_kept,decision_missing_timestamp,decision_rejected_artifact,decision_rejected_bounds,beta_erd_peak_hz,beta_erd_peak_db_change,beta_peak_at_band_edge
20260821164330_avi-pilot02_750 Theta Sham.easy,sub-avi-pilot02_ses-001_run-01_task-bandit_2026-08-21_16-43-16.csv,500.0,5,5,200.0,"0.1,1.0",119,53,57,9,7.75,0.9272648548110111,False,"-1.0,-0.1",83,34,36,41,8,30.0,-1.9656915307009608,True
