subject_id,session_id,run,localizer,trialNumber,stim_onset,stim_onset_lsl_time,stop_onset,stop_onset_lsl_time,response_onset,response_onset_lsl_time,outcome_lsl_time,marker_code,stimulus,stop,response,response_key,rt,ssd,go_correct,go_incorrect,go_miss,stop_success,stop_failure_arrowcorrect,outcome,run_start_lsl_time,run_end_lsl_time,run_start_task_time,run_end_task_time
sub-99999,ses-001,run-01,0,1,2.3172135000058915,231401.0769428,2.5672135000058915,231401.3287807,,,231402.5770022,131,right,1,False,,,0.25,0,0,0,1,,stop_success,231398.7596608,231760.240147,0.0,361.48879194259644
sub-99999,ses-001,run-01,0,2,7.258011300000362,231406.0177398,,,,,231407.5178006,135,right,0,False,,,0.3,0,0,1,0,,go_miss,231398.7596608,231760.240147,0.0,361.48879194259644
sub-99999,ses-001,run-01,0,3,13.666932799998904,231412.4266603,,,,,231413.9267149,135,right,0,False,,,0.3,0,0,1,0,,go_miss,231398.7596608,231760.240147,0.0,361.48879194259644
sub-99999,ses-001,run-01,0,4,20.362017600011313,231419.1217452,,,,,231420.6217996,135,left,0,False,,,0.3,0,0,1,0,,go_miss,231398.7596608,231760.240147,0.0,361.48879194259644
sub-99999,ses-001,run-01,0,5,26.147106499993242,231424.9068341,,,,,231426.4068923,135,left,0,False,,,0.3,0,0,1,0,,go_miss,231398.7596608,231760.240147,0.0,361.48879194259644
sub-99999,ses-001,run-01,0,6,30.95402499998454,231429.7137518,31.25402499998454,231430.0155361,,,231431.2138006,131,left,1,False,,,0.3,0,0,0,1,,stop_success,231398.7596608,231760.240147,0.0,361.48879194259644
sub-99999,ses-001,run-01,0,7,37.22342409999692,231435.9831649,,,,,231437.4832179,135,left,0,False,,,0.35,0,0,1,0,,go_miss,231398.7596608,231760.240147,0.0,361.48879194259644
sub-99999,ses-001,run-01,0,8,42.29616769999848,231441.0558951,,,,,231442.5559504,135,left,0,False,,,0.35,0,0,1,0,,go_miss,231398.7596608,231760.240147,0.0,361.48879194259644
sub-99999,ses-001,run-01,0,9,47.30923630000325,231446.0689655,,,,,231447.5690195,135,right,0,False,,,0.35,0,0,1,0,,go_miss,231398.7596608,231760.240147,0.0,361.48879194259644
sub-99999,ses-001,run-01,0,10,53.42644529999234,231452.1861723,,,,,231453.6862232,135,right,0,False,,,0.35,0,0,1,0,,go_miss,231398.7596608,231760.240147,0.0,361.48879194259644
sub-99999,ses-001,run-01,0,11,59.515129300008994,231458.2748564,,,,,231459.7749116,135,left,0,False,,,0.35,0,0,1,0,,go_miss,231398.7596608,231760.240147,0.0,361.48879194259644
sub-99999,ses-001,run-01,0,12,66.25159209998674,231465.0113325,,,,,231466.5114913,135,left,0,False,,,0.35,0,0,1,0,,go_miss,231398.7596608,231760.240147,0.0,361.48879194259644
