subject_id	session_id	run	localizer	trial_num	current_good	contingency_id	trial_in_contingency	contingency_trials	flower1	flower2	left_stimulus	right_stimulus	slot1_position	slot2_position	choice	rt	correct	reward	outcome	feedback_marker	trial_start_task_time	trial_start_lsl_time	trial_start_unix_time	choice_window_onset_task_time	choice_window_onset_lsl_time	choice_window_onset_unix_time	choice_onset_task_time	choice_onset_lsl_time	choice_onset_unix_time	choice_marker_send_lsl_time	feedback_onset_task_time	feedback_onset_lsl_time	feedback_onset_unix_time	lsl_marker_send_time	wait_time	iti	run_start_task_time	run_start_lsl_time	run_start_unix_time	run_end_task_time	run_end_lsl_time	run_end_unix_time
sub-10383	ses-1	run-01	0	1	14	1	0	24	14	21	21	14	right	left	2	1021.5000000002874	False	False	loss	32	0.0	3021.1367266	1790278024969.896	0.3400113582611084	3021.4767464	1790278025309.9075	1.3615113582613958	3022.4982464000004	1790278026331.4075	3022.7523328	2.1499197483062744	3023.2866723	1790278027119.816	3023.2866723	530.7858396896896	300.0	0.0	3021.1366595	1790278024969.896	602.3078768253326	3623.4243653	1790278627277.773
sub-10383	ses-1	run-01	0	2	14	1	1	24	14	21	21	14	right	left	2	352.36510000004273	False	False	loss	32	3.152682304382324	3024.2893246	1790278028122.5784	3.4573044776916504	3024.5941416	1790278028427.2004	3.809669577691693	3024.9465067	1790278028779.5654	3025.2031795	4.662714719772339	3025.8002495	1790278029632.6108	3025.8002495	593.6499260619818	300.0	0.0	3021.1366595	1790278024969.896	602.3078768253326	3623.4243653	1790278627277.773
sub-10383	ses-1	run-01	0	3	14	1	2	24	14	21	21	14	right	left	1	326.82800000020507	True	True	win	31	5.666051149368286	3026.8027166	1790278030635.9473	5.970655918121338	3027.1075152	1790278030940.552	6.297483918121543	3027.4343432	1790278031267.38	3027.6909643	7.162014007568359	3028.2987169	1790278032131.9102	3028.2987169	603.6730798465511	300.0	0.0	3021.1366595	1790278024969.896	602.3078768253326	3623.4243653	1790278627277.773
sub-10383	ses-1	run-01	0	4	14	1	3	24	14	21	21	14	right	left	1	349.27319999997053	True	False	loss	32	8.162907361984253	3029.300361	1790278033132.8035	8.468251705169678	3029.6050234	1790278033438.1477	8.817524905169648	3029.9542966	1790278033787.421	3030.2090804	9.73079228401184	3030.8680192	1790278034700.6885	3030.8680192	654.2949460233943	300.0	0.0	3021.1366595	1790278024969.896	602.3078768253326	3623.4243653	1790278627277.773
sub-10383	ses-1	run-01	0	5	14	1	4	24	14	21	21	14	right	left	1	363.61230000011346	True	False	loss	32	10.733696937561035	3031.8703668	1790278035703.593	11.038058280944824	3032.1748965	1790278036007.9543	11.401670580944938	3032.5385088000003	1790278036371.5667	3032.7939169	12.273448467254639	3033.4107349	1790278037243.3445	3033.4107349	613.6127740270684	300.0	0.0	3021.1366595	1790278024969.896	602.3078768253326	3623.4243653	1790278627277.773
sub-10383	ses-1	run-01	0	6	14	1	5	24	14	21	21	14	right	left	1	573.1010999998034	True	True	win	31	13.275768756866455	3034.4124387	1790278038245.6648	13.580366134643555	3034.7171929	1790278038550.2622	14.153467234643358	3035.290294	1790278039123.3633	3035.5471067	15.02140998840332	3036.1581337	1790278039991.3062	3036.1581337	606.7391623467438	300.0	0.0	3021.1366595	1790278024969.896	602.3078768253326	3623.4243653	1790278627277.773
sub-10383	ses-1	run-01	0	7	14	1	6	24	14	21	21	14	right	left	1	370.0932000001558	True	True	win	31	16.022604942321777	3037.1599373	1790278040992.501	16.327571392059326	3037.4642892	1790278041297.4675	16.697664592059482	3037.8343824000003	1790278041667.5608	3038.0878938	17.461518049240112	3038.5982743	1790278042431.414	3038.5982743	506.7109565066411	300.0	0.0	3021.1366595	1790278024969.896	602.3078768253326	3623.4243653	1790278627277.773
sub-10383	ses-1	run-01	0	8	14	1	7	24	14	21	21	14	right	left	1	440.5791999997746	True	True	win	31	18.462948322296143	3039.6004007	1790278043432.8445	18.768173456192017	3039.9057514	1790278043738.0696	19.20875265619179	3040.3463306	1790278044178.6487	3040.5994998	20.07020878791809	3041.2070006	1790278045040.105	3041.2070006	603.8924762341443	300.0	0.0	3021.1366595	1790278024969.896	602.3078768253326	3623.4243653	1790278627277.773
sub-10383	ses-1	run-01	0	9	14	1	8	24	14	21	21	14	right	left	1	392.84959999986313	True	True	win	31	21.072361946105957	3042.2089835	1790278046042.258	21.37593698501587	3042.513479	1790278046345.833	21.768786585015732	3042.9063286	1790278046738.6826	3043.1627692	22.615343809127808	3043.7520476	1790278047585.24	3043.7520476	585.423658829975	300.0	0.0	3021.1366595	1790278024969.896	602.3078768253326	3623.4243653	1790278627277.773
sub-10383	ses-1	run-01	0	10	14	1	9	24	14	21	21	14	right	left	1	304.42200000015873	True	True	win	31	23.616959810256958	3044.7539521	1790278048586.856	23.921122312545776	3045.0578631	1790278048891.0183	24.225544312545935	3045.3622851	1790278049195.4404	3045.6160869	25.15765929222107	3046.2944182	1790278050127.5554	3046.2944182	674.876750057024	300.0	0.0	3021.1366595	1790278024969.896	602.3078768253326	3623.4243653	1790278627277.773
sub-10383	ses-1	run-01	0	11	14	1	10	24	14	21	21	14	right	left	1	297.0428000003267	True	True	win	31	26.159864902496338	3047.2965399	1790278051129.761	26.46453046798706	3047.6013124	1790278051434.4265	26.761573267987387	3047.8983552000004	1790278051731.4692	3048.1508388	27.690364599227905	3048.8277572	1790278052660.2607	3048.8277572	673.6206618689743	300.0	0.0	3021.1366595	1790278024969.896	602.3078768253326	3623.4243653	1790278627277.773
sub-10383	ses-1	run-01	0	12	14	1	11	24	14	21	21	14	right	left	1	332.24380000001474	True	True	win	31	28.692652463912964	3049.8293678	1790278053662.5486	28.997308015823364	3050.1340366	1790278053967.204	29.32955181582338	3050.4662804	1790278054299.448	3050.7221425	30.25989270210266	3051.3966868	1790278055229.7888	3051.3966868	670.8387278232751	300.0	0.0	3021.1366595	1790278024969.896	602.3078768253326	3623.4243653	1790278627277.773
sub-10383	ses-1	run-01	0	13	14	1	12	24	14	21	14	21	left	right	1	668.0761000002349	True	False	loss	32	31.260335206985474	3052.3977655	1790278056230.2312	31.5655620098114	3052.702349	1790278056535.458	32.233638109811636	3053.3704251000004	1790278057203.5342	3053.6267572	33.0096333026886	3054.1463989	1790278057979.5293	3054.1463989	515.1818137965503	300.0	0.0	3021.1366595	1790278024969.896	602.3078768253326	3623.4243653	1790278627277.773
sub-10383	ses-1	run-01	0	14	14	1	13	24	14	21	14	21	left	right	1	389.3388999999843	True	True	win	31	34.012035608291626	3055.148634	1790278058981.9316	34.31643986701965	3055.453242	1790278059286.336	34.70577876701964	3055.8425809	1790278059675.6748	3056.0967149	35.597567558288574	3056.734797	1790278060567.4636	3056.734797	634.4163026730437	300.0	0.0	3021.1366595	1790278024969.896	602.3078768253326	3623.4243653	1790278627277.773
sub-10383	ses-1	run-01	0	15	14	1	14	24	14	21	14	21	left	right	1	385.697700000037	True	True	win	31	36.599618434906006	3057.7362715	1790278061569.5144	36.90383982658386	3058.0405612	1790278061873.7358	37.2895375265839	3058.4262589	1790278062259.4336	3058.6792996	38.065818309783936	3059.2025447	1790278063035.7144	3059.2025447	519.6243252410407	300.0	0.0	3021.1366595	1790278024969.896	602.3078768253326	3623.4243653	1790278627277.773
