subject_id,session_id,run,localizer,trial_num,current_good,contingency_id,trial_in_contingency,contingency_trials,flower1,flower2,left_stimulus,right_stimulus,slot1_position,slot2_position,choice,rt,correct,reward,outcome,feedback_marker,trial_start_task_time,trial_start_lsl_time,choice_window_onset_task_time,choice_window_onset_lsl_time,choice_onset_task_time,choice_onset_lsl_time,choice_marker_send_lsl_time,feedback_onset_task_time,feedback_onset_lsl_time,lsl_marker_send_time,wait_time,iti,run_start_task_time,run_start_lsl_time,run_end_task_time,run_end_lsl_time
sub-ryan-pilot,ses-001,run-01,0,1,2,1,0,21,17,48,48,17,right,left,1.0,661.7946999999731,False,False,loss,32,0.0,551.2468531,0.3603172302246094,551.597073,1.0221119302245825,552.2588677,552.5224912,2.012601852416992,553.2015471,553.2015471,677.5532892843643,300.0,0.0,551.2467088,319.53489565849304,868.2701526
sub-ryan-pilot,ses-001,run-01,0,2,2,1,1,21,17,48,17,48,left,right,2.0,725.6589000000986,True,True,win,31,3.045642852783203,554.2049565,3.358583688735962,554.5092623,4.0842425887360605,555.2349212000001,555.4919465,5.080372333526611,556.1815376,556.1815376,687.0432750995561,300.0,0.0,551.2467088,319.53489565849304,868.2701526
sub-ryan-pilot,ses-001,run-01,0,3,2,1,2,21,17,48,17,48,left,right,1.0,1105.5088000000524,False,False,loss,32,6.113972902297974,557.1854699,6.426909923553467,557.4894309,7.532418723553519,558.5949397,558.8485304,8.541242599487305,559.543219,559.543219,692.3369441903484,300.0,0.0,551.2467088,319.53489565849304,868.2701526
sub-ryan-pilot,ses-001,run-01,0,4,2,1,3,21,17,48,48,17,right,left,2.0,591.236600000002,True,True,win,31,9.57480764389038,560.5472685,9.887785196304321,560.851524,10.479021796304323,561.4427606,561.6972557,11.383574962615967,562.3043182,562.3043182,604.6551865700567,300.0,0.0,551.2467088,319.53489565849304,868.2701526
sub-ryan-pilot,ses-001,run-01,0,5,2,1,4,21,17,48,17,48,left,right,1.0,702.019899999982,False,True,win,31,12.417393445968628,563.3084736,12.730592489242554,563.6128712,13.432612389242536,564.3148911,564.5698106,14.295103788375854,565.1325064,565.1325064,560.6341736130548,300.0,0.0,551.2467088,319.53489565849304,868.2701526
sub-ryan-pilot,ses-001,run-01,0,6,2,1,5,21,17,48,17,48,left,right,1.0,392.1724000000495,False,False,loss,32,15.329500436782837,566.1372683,15.643113136291504,566.4427048,16.035285536291553,566.8348772,567.0929215,17.00097632408142,567.7608619,567.7608619,666.7434822233149,300.0,0.0,551.2467088,319.53489565849304,868.2701526
sub-ryan-pilot,ses-001,run-01,0,7,2,1,6,21,17,48,48,17,right,left,1.0,677.5958000000628,False,False,loss,32,18.034605503082275,568.7649028,18.34756088256836,569.0692631,19.025156682568422,569.7468589,570.0009329,19.837785482406616,570.5165267,570.5165267,513.7168269519468,300.0,0.0,551.2467088,319.53489565849304,868.2701526
sub-ryan-pilot,ses-001,run-01,0,8,2,1,7,21,17,48,48,17,right,left,1.0,1185.0967999999966,False,False,loss,32,20.871349334716797,571.5205479,21.18535852432251,571.8257466,22.370455324322506,573.0108434,573.2644947,23.35029673576355,573.9284603,573.9284603,661.4565767176776,300.0,0.0,551.2467088,319.53489565849304,868.2701526
sub-ryan-pilot,ses-001,run-01,0,9,2,1,8,21,17,48,17,48,left,right,1.0,564.6274000000631,False,False,loss,32,24.38434600830078,574.932981,24.698335647583008,575.238238,25.26296304758307,575.8028654000001,576.0592988,26.13995909690857,576.6383569,576.6383569,576.608944738094,300.0,0.0,551.2467088,319.53489565849304,868.2701526
sub-ryan-pilot,ses-001,run-01,0,10,2,1,9,21,17,48,48,17,right,left,1.0,599.0716999999677,False,False,loss,32,27.174471139907837,577.6432012,27.487481355667114,577.9478594,28.086553055667082,578.5469310999999,578.8042542,28.997702836990356,579.4142498,579.4142498,607.3768753699954,300.0,0.0,551.2467088,319.53489565849304,868.2701526
