subject_id,session,eeg_file,events_file,sampling_rate_hz,frontal_channels_requested_1based,frontal_channels_used_1based,artifact_threshold_uv,outcome_theta_band_hz,outcome_theta_window_s,n_feedback_events_with_timestamp,n_feedback_epochs_kept,feedback_rejected_artifact,feedback_rejected_bounds,feedback_missing_timestamp,theta_peak_hz,theta_peak_db_change,theta_peak_at_band_edge,decision_beta_band_hz,decision_beta_window_s,n_decision_events_with_timestamp,n_decision_epochs_kept,decision_missing_timestamp,decision_rejected_artifact,decision_rejected_bounds,beta_erd_peak_hz,beta_erd_peak_db_change,beta_peak_at_band_edge,feedback_artifact_F3,feedback_artifact_Fp1,feedback_artifact_FCz,feedback_artifact_FT7,feedback_artifact_F4,feedback_artifact_P4,feedback_artifact_P3,decision_artifact_F3,decision_artifact_Fp1,decision_artifact_FCz,decision_artifact_FT7,decision_artifact_F4,decision_artifact_P4,decision_artifact_P3
3003,2,20260822135705_3003-2_test.easy,sub-3003-2_task-bandit_2026-08-22_13-56-57.csv,500.0,"1,3,5","1,3,5",200.0,"4.0,12.0","0.1,1.0",120,89,31,0,0,7.0,0.6762573137600659,False,"13.0,30.0","-1.0,-0.1",115,96,5,19,0,22.0,0.19566602587585843,False,1,27,0,1,5,0,0,1,16,0,1,2,0,0
