subject_id	session_id	run	localizer	trialNumber	stim_onset	stim_onset_lsl_time	stop_onset	stop_onset_lsl_time	response_onset	response_onset_lsl_time	outcome_lsl_time	marker_code	stimulus	stop	response	response_key	rt	ssd	go_correct	go_incorrect	go_miss	stop_success	stop_failure_arrowcorrect	outcome	run_start_lsl_time	run_end_lsl_time	run_start_task_time	run_end_task_time
sub-10890	ses-1	run-01	0	1	1.4095194999999876	2249.046388	1.6595194999999876	2249.2980697			2250.5464293	131	right	1	False			0.25	0	0	0	1		stop_success	2247.6368259	2321.7633494	0.0	74.13123559951782
sub-10890	ses-1	run-01	0	2	6.17791890000035	2253.81479			6.694102500000554	2254.3311358	2254.3311585	133	right	0	True	l	0.516183600000204	0.3	1	0	0	0		go_correct	2247.6368259	2321.7633494	0.0	74.13123559951782
sub-10890	ses-1	run-01	0	3	11.904423599999973	2259.5413046			12.502266599999984	2260.1393056	2260.1393457	133	right	0	True	l	0.5978430000000117	0.3	1	0	0	0		go_correct	2247.6368259	2321.7633494	0.0	74.13123559951782
sub-10890	ses-1	run-01	0	4	16.782997900000282	2264.4198791			17.398234400000092	2265.0352325	2265.0352545	133	left	0	True	a	0.6152364999998099	0.3	1	0	0	0		go_correct	2247.6368259	2321.7633494	0.0	74.13123559951782
sub-10890	ses-1	run-01	0	5	22.102951900000335	2269.7398209			22.654197400000157	2270.2912278	2270.2912514	133	right	0	True	l	0.5512454999998226	0.3	1	0	0	0		go_correct	2247.6368259	2321.7633494	0.0	74.13123559951782
sub-10890	ses-1	run-01	0	6	26.206153000000086	2273.8430223			26.814233799999784	2274.4512567	2274.4512829	133	left	0	True	a	0.6080807999996978	0.3	1	0	0	0		go_correct	2247.6368259	2321.7633494	0.0	74.13123559951782
sub-10890	ses-1	run-01	0	7	30.236579000000347	2277.8734471			30.726243200000226	2278.36323	2278.3632526	133	right	0	True	l	0.4896641999998792	0.3	1	0	0	0		go_correct	2247.6368259	2321.7633494	0.0	74.13123559951782
sub-10890	ses-1	run-01	0	8	36.117244700000356	2283.7541118			36.66223220000029	2284.2992742	2284.2992965	133	left	0	True	a	0.5449874999999338	0.3	1	0	0	0		go_correct	2247.6368259	2321.7633494	0.0	74.13123559951782
sub-10890	ses-1	run-01	0	9	40.98156800000015	2288.6184384	41.28156800000015	2288.9199649	41.48609570000053	2289.1231091	2289.1231283	132	right	1	True	l	0.5045277000003807	0.3	0	0	0	0	True	stop_failure	2247.6368259	2321.7633494	0.0	74.13123559951782
sub-10890	ses-1	run-01	0	10	45.39642679999997	2293.0332939			46.15021799999977	2293.7872768	2293.7873019	133	left	0	True	a	0.7537911999997959	0.25	1	0	0	0		go_correct	2247.6368259	2321.7633494	0.0	74.13123559951782
sub-10890	ses-1	run-01	0	11	52.33767160000025	2299.9745421			53.01419160000023	2300.6511853	2300.651209	133	right	0	True	l	0.6765199999999822	0.25	1	0	0	0		go_correct	2247.6368259	2321.7633494	0.0	74.13123559951782
sub-10890	ses-1	run-01	0	12	56.98051460000033	2304.6173845			57.69416570000021	2305.3311577	2305.3311799	133	right	0	True	l	0.7136510999998791	0.25	1	0	0	0		go_correct	2247.6368259	2321.7633494	0.0	74.13123559951782
sub-10890	ses-1	run-01	0	13	62.32667890000039	2309.9635614			62.99817150000035	2310.635207	2310.6352334	133	right	0	True	l	0.671492599999965	0.25	1	0	0	0		go_correct	2247.6368259	2321.7633494	0.0	74.13123559951782
sub-10890	ses-1	run-01	0	14	66.65712180000037	2314.293991					2315.7940466	135	left	0	False			0.25	0	0	1	0		go_miss	2247.6368259	2321.7633494	0.0	74.13123559951782
