subject_id,session_id,run,mode,phase,stim_condition,protocol_label_to_show,operator_confirmed_protocol,operator_confirmed_frequency_hz,intended_stimulation_frequency_hz,actual_or_confirmed_stimulation_frequency_hz,theta_source,theta_estimate_file,theta_reliable,theta_reliability_reason,rhythm_key,rhythm_label,rhythm_source,rhythm_estimate_file,rhythm_reliable,rhythm_reliability_reason,beta_source,beta_estimate_file,beta_reliable,beta_reliability_reason,trial_num,current_good_option,current_good,contingency_id,trial_in_contingency,left_stimulus,right_stimulus,flower1,flower2,slot1_position,slot2_position,choice,rt,choice_window_onset_task_time,choice_window_onset_lsl_time,choice_onset_task_time,choice_onset_lsl_time,choice_marker_send_lsl_time,outcome,reward,correct,feedback_marker,feedback_onset_task_time,feedback_onset_lsl_time,lsl_marker_send_time,run_start_task_time,run_start_lsl_time,run_end_task_time,run_end_lsl_time,wait_time,iti,timestamp,trial_start_time,trial_start_lsl_time,run_type
sub-2002,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,none,none,none,,False,No stimulation during localizer.,none,,False,,1,2,2,1,0,11,16,11,16,left,right,,,0.3064765930175781,1784751248.6556406,,,,miss,,,33,2.1805548667907715,1784751250.529691,1784751250.529691,0.0,1784751248.3491685,,,615.0254827784177,300.0,3.1835763454437256,0.0032815933227539062,1784751248.3524435,LOCALIZER_FAST_THETA
