subject_id,session_id,run,localizer,trialNumber,stim_onset,stim_onset_lsl_time,stop_onset,stop_onset_lsl_time,response_onset,response_onset_lsl_time,run_start_unix_time,stim_onset_unix_time,stop_onset_unix_time,response_onset_unix_time,run_end_unix_time,outcome_lsl_time,marker_code,stimulus,stop,response,response_key,rt,ssd,go_correct,go_incorrect,go_miss,stop_success,stop_failure_arrowcorrect,outcome,run_start_lsl_time,run_end_lsl_time,run_start_task_time,run_end_task_time
sub-1219300000,ses-1,run-01,0,1,1.3994179000146687,328895.2619621,1.6494179000146687,328895.5138031,,,1789400910394.681,1789400911794.7703,1789400912045.9993,,1789401511849.0166,328896.7620171,131,right,1,False,,,0.25,0,0,0,1,,stop_success,328893.8624938,329495.2986189,0.0,601.4370000000345
sub-1219300000,ses-1,run-01,0,2,5.904355300008319,328899.7668978,,,6.399079299997538,328900.2617957,1789400910394.681,1789400916299.8372,,1789400916794.561,1789401511849.0166,328900.2618236,133,left,0,True,a,0.494723999989219,0.3,1,0,0,0,,go_correct,328893.8624938,329495.2986189,0.0,601.4370000000345
sub-1219300000,ses-1,run-01,0,3,10.993535800022073,328904.8560797,,,11.48704150004778,328905.3497543,1789400910394.681,1789400921388.6458,,1789400921882.1514,1789401511849.0166,328905.3497834,133,left,0,True,a,0.4935057000257075,0.3,1,0,0,0,,go_correct,328893.8624938,329495.2986189,0.0,601.4370000000345
sub-1219300000,ses-1,run-01,0,4,15.623510300007183,328909.4860574,,,16.02301930001704,328909.88574,1789400910394.681,1789400926018.631,,1789400926418.1401,1789401511849.0166,328909.8857665,133,left,0,True,a,0.3995090000098571,0.3,1,0,0,0,,go_correct,328893.8624938,329495.2986189,0.0,601.4370000000345
sub-1219300000,ses-1,run-01,0,5,18.80582010000944,328912.6683637,,,19.287072899984196,328913.1498016,1789400910394.681,1789400929200.987,,1789400929682.24,1789401511849.0166,328913.149828,133,left,0,True,a,0.48125279997475445,0.3,1,0,0,0,,go_correct,328893.8624938,329495.2986189,0.0,601.4370000000345
sub-1219300000,ses-1,run-01,0,6,24.959290899976622,328918.821838,,,25.599052399978973,328919.4617966,1789400910394.681,1789400935354.8289,,1789400935994.5903,1789401511849.0166,328919.4618233,133,left,0,True,a,0.6397615000023507,0.3,1,0,0,0,,go_correct,328893.8624938,329495.2986189,0.0,601.4370000000345
sub-1219300000,ses-1,run-01,0,7,29.839049400005024,328923.701593,30.139049400005025,328924.0033857,,,1789400910394.681,1789400940234.6545,1789400940536.6934,,1789401511849.0166,328925.2016604,131,left,1,False,,,0.3,0,0,0,1,,stop_success,328893.8624938,329495.2986189,0.0,601.4370000000345
sub-1219300000,ses-1,run-01,0,8,36.01609729998745,328929.8786533,36.36609729998745,328930.2304093,,,1789400910394.681,1789400946411.9395,1789400946763.9717,,1789401511849.0166,328931.3787025,131,left,1,False,,,0.35,0,0,0,1,,stop_success,328893.8624938,329495.2986189,0.0,601.4370000000345
sub-1219300000,ses-1,run-01,0,9,42.986711799982004,328936.8492543,,,43.62313679995714,328937.4858371,1789400910394.681,1789400953382.6516,,1789400954019.0767,1789401511849.0166,328937.4858624,133,right,0,True,l,0.6364249999751337,0.4,1,0,0,0,,go_correct,328893.8624938,329495.2986189,0.0,601.4370000000345
sub-1219300000,ses-1,run-01,0,10,48.69650929997442,328942.5590538,,,49.35117599996738,328943.2139064,1789400910394.681,1789400959092.7769,,1789400959747.4434,1789401511849.0166,328943.2139338,133,right,0,True,l,0.6546666999929585,0.4,1,0,0,0,,go_correct,328893.8624938,329495.2986189,0.0,601.4370000000345
sub-1219300000,ses-1,run-01,0,11,52.55286850000266,328946.4154111,,,53.374957699968945,328947.2376663,1789400910394.681,1789400962949.2683,,1789400963771.3574,1789401511849.0166,328947.2376941,133,left,0,True,a,0.8220891999662854,0.4,1,0,0,0,,go_correct,328893.8624938,329495.2986189,0.0,601.4370000000345
sub-1219300000,ses-1,run-01,0,12,57.11046300001908,328950.9730092,57.51046300001908,328951.3747643,,,1789400910394.681,1789400967507.484,1789400967908.683,,1789401511849.0166,328952.4730806,131,left,1,False,,,0.4,0,0,0,1,,stop_success,328893.8624938,329495.2986189,0.0,601.4370000000345
